ID	Order	Standardized_abundance	
beta_lactamases	Lactobacillales	0.260712469	
Biofilm	Lactobacillales	4.720502566	
butyrate production I	Lactobacillales	1.956050432	
butyrate production II	Lactobacillales	1.081931958	
butyrate: acetyl-CoA to crotonyl-CoA	Lactobacillales	4.014526076	
Cadaverine	Lactobacillales	NA	
Cytolysin	Lactobacillales	1.962688268	
fosfomycins	Lactobacillales	0.005057218	
glycopeptides	Lactobacillales	1.343282318	
Hemolysin	Lactobacillales	2.119535697	
Inerolysin	Lactobacillales	1.962688268	
lactate production	Lactobacillales	5.390123439	
macrolide_lincosamide_streptogramin	Lactobacillales	3.721212846	
multiple_drug_resistance	Lactobacillales	0.271167537	
N-Acetylputrescine	Lactobacillales	2.890292691	
peptide_antibiotic	Lactobacillales	0.109999437	
phenicols	Lactobacillales	0.195847045	
Phospholipase C	Lactobacillales	0.002592432	
polymyxin	Lactobacillales	NA	
propionate production I	Lactobacillales	0.00104272	
propionate production II	Lactobacillales	1.395572778	
propionate production III	Lactobacillales	NA	
quinolone_antibacterials	Lactobacillales	3.058210345	
rifampicin	Lactobacillales	1.024292612	
Sialidase	Lactobacillales	0.454883389	
succinate production	Lactobacillales	3.016356736	
sulfonamides	Lactobacillales	1.477809659	
tetracyclines	Lactobacillales	3.766199621	
trimethoprim	Lactobacillales	1.09560711	
Trimethylamine	Lactobacillales	NA	
Urease	Lactobacillales	0.24114098	
Vaginolysin	Lactobacillales	1.962688268	
acetate: acetyl-CoA to acetate	Mycobacteriales	0.194204361	
aminoglycosides	Mycobacteriales	0.616590543	
beta_lactamases	Mycobacteriales	0.146660358	
Biofilm	Mycobacteriales	0.453002596	
butyrate production I	Mycobacteriales	1.009563769	
butyrate production II	Mycobacteriales	0.779518174	
butyrate: acetyl-CoA to crotonyl-CoA	Mycobacteriales	1.893857573	
Cadaverine	Mycobacteriales	NA	
Cytolysin	Mycobacteriales	NA	
fosfomycins	Mycobacteriales	NA	
glycopeptides	Mycobacteriales	NA	
Hemolysin	Mycobacteriales	NA	
Inerolysin	Mycobacteriales	NA	
lactate production	Mycobacteriales	0.053504518	
macrolide_lincosamide_streptogramin	Mycobacteriales	0.099760094	
multiple_drug_resistance	Mycobacteriales	0.116364518	
N-Acetylputrescine	Mycobacteriales	0.554249637	
peptide_antibiotic	Mycobacteriales	NA	
phenicols	Mycobacteriales	0.183457188	
Phospholipase C	Mycobacteriales	2.440064907	
polymyxin	Mycobacteriales	NA	
propionate production I	Mycobacteriales	NA	
propionate production II	Mycobacteriales	NA	
propionate production III	Mycobacteriales	2.356994854	
quinolone_antibacterials	Mycobacteriales	0.559986596	
rifampicin	Mycobacteriales	0.210897575	
Sialidase	Mycobacteriales	0.037669118	
succinate production	Mycobacteriales	0.770653546	
sulfonamides	Mycobacteriales	0.664929822	
tetracyclines	Mycobacteriales	0.051677833	
trimethoprim	Mycobacteriales	NA	
Trimethylamine	Mycobacteriales	NA	
Urease	Mycobacteriales	2.063758274	
Vaginolysin	Mycobacteriales	NA	
acetate: acetyl-CoA to acetate	Mycoplasmatales	0.053886203	
aminoglycosides	Mycoplasmatales	NA	
beta_lactamases	Mycoplasmatales	NA	
Biofilm	Mycoplasmatales	0.002587669	
butyrate production I	Mycoplasmatales	NA	
butyrate production II	Mycoplasmatales	NA	
butyrate: acetyl-CoA to crotonyl-CoA	Mycoplasmatales	NA	
Cadaverine	Mycoplasmatales	NA	
Cytolysin	Mycoplasmatales	NA	
fosfomycins	Mycoplasmatales	NA	
glycopeptides	Mycoplasmatales	NA	
Hemolysin	Mycoplasmatales	NA	
Inerolysin	Mycoplasmatales	NA	
lactate production	Mycoplasmatales	0.006865948	
macrolide_lincosamide_streptogramin	Mycoplasmatales	NA	
multiple_drug_resistance	Mycoplasmatales	NA	
N-Acetylputrescine	Mycoplasmatales	NA	
peptide_antibiotic	Mycoplasmatales	NA	
phenicols	Mycoplasmatales	NA	
Phospholipase C	Mycoplasmatales	NA	
polymyxin	Mycoplasmatales	NA	
propionate production I	Mycoplasmatales	NA	
propionate production II	Mycoplasmatales	NA	
propionate production III	Mycoplasmatales	NA	
quinolone_antibacterials	Mycoplasmatales	0.47466498	
rifampicin	Mycoplasmatales	NA	
Sialidase	Mycoplasmatales	NA	
succinate production	Mycoplasmatales	NA	
sulfonamides	Mycoplasmatales	NA	
tetracyclines	Mycoplasmatales	NA	
trimethoprim	Mycoplasmatales	NA	
Trimethylamine	Mycoplasmatales	NA	
Urease	Mycoplasmatales	1.704131028	
Vaginolysin	Mycoplasmatales	NA	
acetate: acetyl-CoA to acetate	Oscillospirales	0.00847757	
aminoglycosides	Oscillospirales	NA	
beta_lactamases	Oscillospirales	NA	
Biofilm	Oscillospirales	0.023705221	
butyrate production I	Oscillospirales	0.033208845	
butyrate production II	Oscillospirales	0.020311516	
butyrate: acetyl-CoA to crotonyl-CoA	Oscillospirales	0.006460737	
Cadaverine	Oscillospirales	NA	
Cytolysin	Oscillospirales	NA	
fosfomycins	Oscillospirales	NA	
glycopeptides	Oscillospirales	NA	
Hemolysin	Oscillospirales	NA	
Inerolysin	Oscillospirales	NA	
lactate production	Oscillospirales	0.002510729	
macrolide_lincosamide_streptogramin	Oscillospirales	NA	
multiple_drug_resistance	Oscillospirales	0.000140452	
N-Acetylputrescine	Oscillospirales	NA	
peptide_antibiotic	Oscillospirales	NA	
phenicols	Oscillospirales	NA	
Phospholipase C	Oscillospirales	NA	
polymyxin	Oscillospirales	NA	
propionate production I	Oscillospirales	NA	
propionate production II	Oscillospirales	0.002462156	
propionate production III	Oscillospirales	0.011080795	
quinolone_antibacterials	Oscillospirales	NA	
rifampicin	Oscillospirales	NA	
Sialidase	Oscillospirales	0.001193295	
succinate production	Oscillospirales	0.010628929	
sulfonamides	Oscillospirales	NA	
tetracyclines	Oscillospirales	NA	
trimethoprim	Oscillospirales	NA	
Trimethylamine	Oscillospirales	NA	
Urease	Oscillospirales	0.032563618	
Vaginolysin	Oscillospirales	NA	
acetate: acetyl-CoA to acetate	Peptococcales	0.001333828	
aminoglycosides	Peptococcales	NA	
beta_lactamases	Peptococcales	NA	
Biofilm	Peptococcales	0.001748067	
butyrate production I	Peptococcales	0.030099437	
butyrate production II	Peptococcales	0.023240789	
butyrate: acetyl-CoA to crotonyl-CoA	Peptococcales	0.003177124	
Cadaverine	Peptococcales	NA	
Cytolysin	Peptococcales	NA	
fosfomycins	Peptococcales	NA	
glycopeptides	Peptococcales	NA	
Hemolysin	Peptococcales	NA	
Inerolysin	Peptococcales	NA	
lactate production	Peptococcales	NA	
macrolide_lincosamide_streptogramin	Peptococcales	NA	
multiple_drug_resistance	Peptococcales	NA	
N-Acetylputrescine	Peptococcales	NA	
peptide_antibiotic	Peptococcales	NA	
phenicols	Peptococcales	NA	
Phospholipase C	Peptococcales	NA	
polymyxin	Peptococcales	NA	
propionate production I	Peptococcales	NA	
propionate production II	Peptococcales	NA	
propionate production III	Peptococcales	NA	
quinolone_antibacterials	Peptococcales	NA	
rifampicin	Peptococcales	NA	
Sialidase	Peptococcales	NA	
succinate production	Peptococcales	0.002123575	
sulfonamides	Peptococcales	NA	
tetracyclines	Peptococcales	NA	
trimethoprim	Peptococcales	NA	
Trimethylamine	Peptococcales	0.071601533	
Urease	Peptococcales	NA	
Vaginolysin	Peptococcales	NA	
acetate: acetyl-CoA to acetate	Peptostreptococcales	0.016880625	
aminoglycosides	Peptostreptococcales	NA	
beta_lactamases	Peptostreptococcales	NA	
Biofilm	Peptostreptococcales	0.021115518	
butyrate production I	Peptostreptococcales	0.775418444	
butyrate production II	Peptostreptococcales	0.241347854	
butyrate: acetyl-CoA to crotonyl-CoA	Peptostreptococcales	0.011323667	
Cadaverine	Peptostreptococcales	0.004427906	
Cytolysin	Peptostreptococcales	0.000888023	
fosfomycins	Peptostreptococcales	NA	
glycopeptides	Peptostreptococcales	0.438575892	
Hemolysin	Peptostreptococcales	0.000958989	
Inerolysin	Peptostreptococcales	0.000888023	
lactate production	Peptostreptococcales	0.006165773	
macrolide_lincosamide_streptogramin	Peptostreptococcales	0.000569232	
multiple_drug_resistance	Peptostreptococcales	2.84E-05	
N-Acetylputrescine	Peptostreptococcales	0.008528557	
peptide_antibiotic	Peptostreptococcales	NA	
phenicols	Peptostreptococcales	NA	
Phospholipase C	Peptostreptococcales	0.023885231	
polymyxin	Peptostreptococcales	NA	
propionate production I	Peptostreptococcales	NA	
propionate production II	Peptostreptococcales	0.191266175	
propionate production III	Peptostreptococcales	0.015178742	
quinolone_antibacterials	Peptostreptococcales	0.002717426	
rifampicin	Peptostreptococcales	0.032341527	
Sialidase	Peptostreptococcales	0.001961998	
succinate production	Peptostreptococcales	0.034943102	
sulfonamides	Peptostreptococcales	NA	
tetracyclines	Peptostreptococcales	0.009088017	
trimethoprim	Peptostreptococcales	NA	
Trimethylamine	Peptostreptococcales	0.016411409	
Urease	Peptostreptococcales	0.024401437	
Vaginolysin	Peptostreptococcales	0.000888023	
acetate: acetyl-CoA to acetate	Propionibacteriales	0.024393984	
aminoglycosides	Propionibacteriales	0.082769165	
beta_lactamases	Propionibacteriales	0.001792414	
Biofilm	Propionibacteriales	0.093934677	
butyrate production I	Propionibacteriales	0.265642976	
butyrate production II	Propionibacteriales	0.205111885	
butyrate: acetyl-CoA to crotonyl-CoA	Propionibacteriales	0.040590662	
Cadaverine	Propionibacteriales	NA	
Cytolysin	Propionibacteriales	NA	
fosfomycins	Propionibacteriales	NA	
glycopeptides	Propionibacteriales	NA	
Hemolysin	Propionibacteriales	NA	
Inerolysin	Propionibacteriales	NA	
lactate production	Propionibacteriales	0.050286505	
macrolide_lincosamide_streptogramin	Propionibacteriales	0.009740536	
multiple_drug_resistance	Propionibacteriales	0.000241132	
N-Acetylputrescine	Propionibacteriales	NA	
peptide_antibiotic	Propionibacteriales	NA	
phenicols	Propionibacteriales	NA	
Phospholipase C	Propionibacteriales	NA	
polymyxin	Propionibacteriales	NA	
propionate production I	Propionibacteriales	NA	
propionate production II	Propionibacteriales	NA	
propionate production III	Propionibacteriales	1.573789398	
quinolone_antibacterials	Propionibacteriales	0.118661566	
rifampicin	Propionibacteriales	NA	
Sialidase	Propionibacteriales	0.31942458	
succinate production	Propionibacteriales	0.168009186	
sulfonamides	Propionibacteriales	0.004060922	
tetracyclines	Propionibacteriales	0.012426091	
trimethoprim	Propionibacteriales	NA	
Trimethylamine	Propionibacteriales	NA	
Urease	Propionibacteriales	0.046176879	
Vaginolysin	Propionibacteriales	NA	
acetate: acetyl-CoA to acetate	Pseudomonadales	0.089953992	
aminoglycosides	Pseudomonadales	0.240501181	
beta_lactamases	Pseudomonadales	0.504002723	
Biofilm	Pseudomonadales	1.972096339	
butyrate production I	Pseudomonadales	2.277126287	
butyrate production II	Pseudomonadales	1.758245869	
butyrate: acetyl-CoA to crotonyl-CoA	Pseudomonadales	1.137973786	
Cadaverine	Pseudomonadales	NA	
Cytolysin	Pseudomonadales	NA	
fosfomycins	Pseudomonadales	1.112772871	
glycopeptides	Pseudomonadales	NA	
Hemolysin	Pseudomonadales	NA	
Inerolysin	Pseudomonadales	NA	
lactate production	Pseudomonadales	0.025229211	
macrolide_lincosamide_streptogramin	Pseudomonadales	NA	
multiple_drug_resistance	Pseudomonadales	1.117949407	
N-Acetylputrescine	Pseudomonadales	0.546319519	
peptide_antibiotic	Pseudomonadales	0.418772384	
phenicols	Pseudomonadales	2.333875458	
Phospholipase C	Pseudomonadales	1.389433427	
polymyxin	Pseudomonadales	1	
propionate production I	Pseudomonadales	NA	
propionate production II	Pseudomonadales	NA	
propionate production III	Pseudomonadales	0.112671687	
quinolone_antibacterials	Pseudomonadales	0.516397503	
rifampicin	Pseudomonadales	0.158977973	
Sialidase	Pseudomonadales	NA	
succinate production	Pseudomonadales	0.39349086	
sulfonamides	Pseudomonadales	0.383204738	
tetracyclines	Pseudomonadales	NA	
trimethoprim	Pseudomonadales	NA	
Trimethylamine	Pseudomonadales	NA	
Urease	Pseudomonadales	2.443170488	
Vaginolysin	Pseudomonadales	NA	
acetate: acetyl-CoA to acetate	RF39	5.75E-05	
aminoglycosides	RF39	NA	
beta_lactamases	RF39	NA	
Biofilm	RF39	0.000117471	
butyrate production I	RF39	NA	
butyrate production II	RF39	NA	
butyrate: acetyl-CoA to crotonyl-CoA	RF39	NA	
Cadaverine	RF39	NA	
Cytolysin	RF39	NA	
fosfomycins	RF39	NA	
glycopeptides	RF39	NA	
Hemolysin	RF39	NA	
Inerolysin	RF39	NA	
lactate production	RF39	NA	
macrolide_lincosamide_streptogramin	RF39	NA	
multiple_drug_resistance	RF39	NA	
N-Acetylputrescine	RF39	NA	
peptide_antibiotic	RF39	NA	
phenicols	RF39	NA	
Phospholipase C	RF39	NA	
polymyxin	RF39	NA	
propionate production I	RF39	NA	
propionate production II	RF39	NA	
propionate production III	RF39	NA	
quinolone_antibacterials	RF39	NA	
rifampicin	RF39	NA	
Sialidase	RF39	NA	
succinate production	RF39	NA	
sulfonamides	RF39	NA	
tetracyclines	RF39	NA	
trimethoprim	RF39	NA	
Trimethylamine	RF39	NA	
Urease	RF39	NA	
Vaginolysin	RF39	NA	
acetate: acetyl-CoA to acetate	Rhizobiales	0.005877235	
aminoglycosides	Rhizobiales	NA	
beta_lactamases	Rhizobiales	0.011426539	
Biofilm	Rhizobiales	0.035917278	
butyrate production I	Rhizobiales	0.061470718	
butyrate production II	Rhizobiales	0.047463611	
butyrate: acetyl-CoA to crotonyl-CoA	Rhizobiales	0.024468284	
Cadaverine	Rhizobiales	NA	
Cytolysin	Rhizobiales	NA	
fosfomycins	Rhizobiales	NA	
glycopeptides	Rhizobiales	NA	
Hemolysin	Rhizobiales	NA	
Inerolysin	Rhizobiales	NA	
lactate production	Rhizobiales	NA	
macrolide_lincosamide_streptogramin	Rhizobiales	NA	
multiple_drug_resistance	Rhizobiales	0.00922322	
N-Acetylputrescine	Rhizobiales	0.02038468	
peptide_antibiotic	Rhizobiales	0.009634036	
phenicols	Rhizobiales	NA	
Phospholipase C	Rhizobiales	NA	
polymyxin	Rhizobiales	NA	
propionate production I	Rhizobiales	NA	
propionate production II	Rhizobiales	0.049253717	
propionate production III	Rhizobiales	0.066715827	
quinolone_antibacterials	Rhizobiales	0.012999829	
rifampicin	Rhizobiales	NA	
Sialidase	Rhizobiales	NA	
succinate production	Rhizobiales	0.015139867	
sulfonamides	Rhizobiales	NA	
tetracyclines	Rhizobiales	NA	
trimethoprim	Rhizobiales	NA	
Trimethylamine	Rhizobiales	NA	
Urease	Rhizobiales	0.233466931	
Vaginolysin	Rhizobiales	NA	
acetate: acetyl-CoA to acetate	Rickettsiales	NA	
aminoglycosides	Rickettsiales	NA	
beta_lactamases	Rickettsiales	NA	
Biofilm	Rickettsiales	1.17E-05	
butyrate production I	Rickettsiales	NA	
butyrate production II	Rickettsiales	NA	
butyrate: acetyl-CoA to crotonyl-CoA	Rickettsiales	NA	
Cadaverine	Rickettsiales	NA	
Cytolysin	Rickettsiales	NA	
fosfomycins	Rickettsiales	NA	
glycopeptides	Rickettsiales	NA	
Hemolysin	Rickettsiales	NA	
Inerolysin	Rickettsiales	NA	
lactate production	Rickettsiales	NA	
macrolide_lincosamide_streptogramin	Rickettsiales	NA	
multiple_drug_resistance	Rickettsiales	NA	
N-Acetylputrescine	Rickettsiales	NA	
peptide_antibiotic	Rickettsiales	NA	
phenicols	Rickettsiales	NA	
Phospholipase C	Rickettsiales	NA	
polymyxin	Rickettsiales	NA	
propionate production I	Rickettsiales	NA	
propionate production II	Rickettsiales	NA	
propionate production III	Rickettsiales	NA	
quinolone_antibacterials	Rickettsiales	NA	
rifampicin	Rickettsiales	NA	
Sialidase	Rickettsiales	NA	
succinate production	Rickettsiales	NA	
sulfonamides	Rickettsiales	NA	
tetracyclines	Rickettsiales	NA	
trimethoprim	Rickettsiales	NA	
Trimethylamine	Rickettsiales	NA	
Urease	Rickettsiales	NA	
Vaginolysin	Rickettsiales	NA	
acetate: acetyl-CoA to acetate	RUG11792	NA	
aminoglycosides	RUG11792	NA	
beta_lactamases	RUG11792	NA	
Biofilm	RUG11792	0.00191077	
butyrate production I	RUG11792	NA	
butyrate production II	RUG11792	NA	
butyrate: acetyl-CoA to crotonyl-CoA	RUG11792	NA	
Cadaverine	RUG11792	NA	
Cytolysin	RUG11792	NA	
fosfomycins	RUG11792	NA	
glycopeptides	RUG11792	NA	
Hemolysin	RUG11792	NA	
Inerolysin	RUG11792	NA	
lactate production	RUG11792	NA	
macrolide_lincosamide_streptogramin	RUG11792	NA	
multiple_drug_resistance	RUG11792	NA	
N-Acetylputrescine	RUG11792	NA	
peptide_antibiotic	RUG11792	NA	
phenicols	RUG11792	NA	
Phospholipase C	RUG11792	NA	
polymyxin	RUG11792	NA	
propionate production I	RUG11792	NA	
propionate production II	RUG11792	NA	
propionate production III	RUG11792	NA	
quinolone_antibacterials	RUG11792	NA	
rifampicin	RUG11792	NA	
Sialidase	RUG11792	NA	
succinate production	RUG11792	NA	
sulfonamides	RUG11792	NA	
tetracyclines	RUG11792	NA	
trimethoprim	RUG11792	NA	
Trimethylamine	RUG11792	NA	
Urease	RUG11792	NA	
Vaginolysin	RUG11792	NA	
acetate: acetyl-CoA to acetate	Saccharimonadales	0.013985393	
aminoglycosides	Saccharimonadales	NA	
beta_lactamases	Saccharimonadales	NA	
Biofilm	Saccharimonadales	0.01148083	
butyrate production I	Saccharimonadales	NA	
butyrate production II	Saccharimonadales	NA	
butyrate: acetyl-CoA to crotonyl-CoA	Saccharimonadales	NA	
Cadaverine	Saccharimonadales	NA	
Cytolysin	Saccharimonadales	NA	
fosfomycins	Saccharimonadales	NA	
glycopeptides	Saccharimonadales	NA	
Hemolysin	Saccharimonadales	NA	
Inerolysin	Saccharimonadales	NA	
lactate production	Saccharimonadales	0.012402292	
macrolide_lincosamide_streptogramin	Saccharimonadales	NA	
multiple_drug_resistance	Saccharimonadales	NA	
N-Acetylputrescine	Saccharimonadales	NA	
peptide_antibiotic	Saccharimonadales	NA	
phenicols	Saccharimonadales	NA	
Phospholipase C	Saccharimonadales	NA	
polymyxin	Saccharimonadales	NA	
propionate production I	Saccharimonadales	NA	
propionate production II	Saccharimonadales	NA	
propionate production III	Saccharimonadales	NA	
quinolone_antibacterials	Saccharimonadales	NA	
rifampicin	Saccharimonadales	NA	
Sialidase	Saccharimonadales	NA	
succinate production	Saccharimonadales	NA	
sulfonamides	Saccharimonadales	NA	
tetracyclines	Saccharimonadales	NA	
trimethoprim	Saccharimonadales	NA	
Trimethylamine	Saccharimonadales	NA	
Urease	Saccharimonadales	NA	
Vaginolysin	Saccharimonadales	NA	
acetate: acetyl-CoA to acetate	Saccharofermentanales	0.07112111	
aminoglycosides	Saccharofermentanales	NA	
beta_lactamases	Saccharofermentanales	NA	
Biofilm	Saccharofermentanales	0.084217733	
butyrate production I	Saccharofermentanales	0.041926165	
butyrate production II	Saccharofermentanales	0.01408098	
butyrate: acetyl-CoA to crotonyl-CoA	Saccharofermentanales	0.002139965	
Cadaverine	Saccharofermentanales	0.41768598	
Cytolysin	Saccharofermentanales	NA	
fosfomycins	Saccharofermentanales	NA	
glycopeptides	Saccharofermentanales	NA	
Hemolysin	Saccharofermentanales	NA	
Inerolysin	Saccharofermentanales	NA	
lactate production	Saccharofermentanales	0.02802805	
macrolide_lincosamide_streptogramin	Saccharofermentanales	0.001626898	
multiple_drug_resistance	Saccharofermentanales	NA	
N-Acetylputrescine	Saccharofermentanales	0.201173982	
peptide_antibiotic	Saccharofermentanales	NA	
phenicols	Saccharofermentanales	NA	
Phospholipase C	Saccharofermentanales	NA	
polymyxin	Saccharofermentanales	NA	
propionate production I	Saccharofermentanales	NA	
propionate production II	Saccharofermentanales	0.005237241	
propionate production III	Saccharofermentanales	NA	
quinolone_antibacterials	Saccharofermentanales	NA	
rifampicin	Saccharofermentanales	NA	
Sialidase	Saccharofermentanales	0.07401679	
succinate production	Saccharofermentanales	0.049884173	
sulfonamides	Saccharofermentanales	NA	
tetracyclines	Saccharofermentanales	0.087178388	
trimethoprim	Saccharofermentanales	NA	
Trimethylamine	Saccharofermentanales	NA	
Urease	Saccharofermentanales	NA	
Vaginolysin	Saccharofermentanales	NA	
acetate: acetyl-CoA to acetate	Selenomonadales	7.13E-05	
aminoglycosides	Selenomonadales	NA	
beta_lactamases	Selenomonadales	NA	
Biofilm	Selenomonadales	0.000706316	
butyrate production I	Selenomonadales	NA	
butyrate production II	Selenomonadales	NA	
butyrate: acetyl-CoA to crotonyl-CoA	Selenomonadales	NA	
Cadaverine	Selenomonadales	NA	
Cytolysin	Selenomonadales	NA	
fosfomycins	Selenomonadales	NA	
glycopeptides	Selenomonadales	NA	
Hemolysin	Selenomonadales	NA	
Inerolysin	Selenomonadales	NA	
lactate production	Selenomonadales	2.80E-05	
macrolide_lincosamide_streptogramin	Selenomonadales	NA	
multiple_drug_resistance	Selenomonadales	NA	
N-Acetylputrescine	Selenomonadales	0.000438163	
peptide_antibiotic	Selenomonadales	NA	
phenicols	Selenomonadales	NA	
Phospholipase C	Selenomonadales	NA	
polymyxin	Selenomonadales	NA	
propionate production I	Selenomonadales	NA	
propionate production II	Selenomonadales	NA	
propionate production III	Selenomonadales	0.005397815	
quinolone_antibacterials	Selenomonadales	NA	
rifampicin	Selenomonadales	NA	
Sialidase	Selenomonadales	NA	
succinate production	Selenomonadales	0.000863981	
sulfonamides	Selenomonadales	NA	
tetracyclines	Selenomonadales	NA	
trimethoprim	Selenomonadales	NA	
Trimethylamine	Selenomonadales	NA	
Urease	Selenomonadales	NA	
Vaginolysin	Selenomonadales	NA	
acetate: acetyl-CoA to acetate	Sphingobacteriales	9.21E-05	
aminoglycosides	Sphingobacteriales	3.62E-05	
beta_lactamases	Sphingobacteriales	NA	
Biofilm	Sphingobacteriales	0.001121192	
butyrate production I	Sphingobacteriales	0.003853556	
butyrate production II	Sphingobacteriales	0.002975461	
butyrate: acetyl-CoA to crotonyl-CoA	Sphingobacteriales	0.00076695	
Cadaverine	Sphingobacteriales	NA	
Cytolysin	Sphingobacteriales	0.000206016	
fosfomycins	Sphingobacteriales	NA	
glycopeptides	Sphingobacteriales	NA	
Hemolysin	Sphingobacteriales	0.000222479	
Inerolysin	Sphingobacteriales	0.000206016	
lactate production	Sphingobacteriales	6.86E-05	
macrolide_lincosamide_streptogramin	Sphingobacteriales	NA	
multiple_drug_resistance	Sphingobacteriales	NA	
N-Acetylputrescine	Sphingobacteriales	0.002458351	
peptide_antibiotic	Sphingobacteriales	NA	
phenicols	Sphingobacteriales	0.001063925	
Phospholipase C	Sphingobacteriales	0.009351973	
polymyxin	Sphingobacteriales	NA	
propionate production I	Sphingobacteriales	NA	
propionate production II	Sphingobacteriales	NA	
propionate production III	Sphingobacteriales	NA	
quinolone_antibacterials	Sphingobacteriales	NA	
rifampicin	Sphingobacteriales	NA	
Sialidase	Sphingobacteriales	0.000588399	
succinate production	Sphingobacteriales	0.001220281	
sulfonamides	Sphingobacteriales	NA	
tetracyclines	Sphingobacteriales	NA	
trimethoprim	Sphingobacteriales	NA	
Trimethylamine	Sphingobacteriales	NA	
Urease	Sphingobacteriales	0.015404935	
Vaginolysin	Sphingobacteriales	0.000206016	
acetate: acetyl-CoA to acetate	Staphylococcales	0.052528938	
aminoglycosides	Staphylococcales	0.115600255	
beta_lactamases	Staphylococcales	0.114344353	
Biofilm	Staphylococcales	0.092195201	
butyrate production I	Staphylococcales	0.119865286	
butyrate production II	Staphylococcales	0.080538334	
butyrate: acetyl-CoA to crotonyl-CoA	Staphylococcales	0.106502326	
Cadaverine	Staphylococcales	NA	
Cytolysin	Staphylococcales	NA	
fosfomycins	Staphylococcales	0.83747656	
glycopeptides	Staphylococcales	NA	
Hemolysin	Staphylococcales	0.052027562	
Inerolysin	Staphylococcales	NA	
lactate production	Staphylococcales	0.085395784	
macrolide_lincosamide_streptogramin	Staphylococcales	0.177105215	
multiple_drug_resistance	Staphylococcales	0.134165314	
N-Acetylputrescine	Staphylococcales	0.574774843	
peptide_antibiotic	Staphylococcales	NA	
phenicols	Staphylococcales	0.132308385	
Phospholipase C	Staphylococcales	0.44587533	
polymyxin	Staphylococcales	NA	
propionate production I	Staphylococcales	NA	
propionate production II	Staphylococcales	0.061229484	
propionate production III	Staphylococcales	NA	
quinolone_antibacterials	Staphylococcales	0.396859498	
rifampicin	Staphylococcales	0.113023447	
Sialidase	Staphylococcales	0.00094627	
succinate production	Staphylococcales	0.153996781	
sulfonamides	Staphylococcales	0.031897036	
tetracyclines	Staphylococcales	0.046027953	
trimethoprim	Staphylococcales	0.586357285	
Trimethylamine	Staphylococcales	NA	
Urease	Staphylococcales	1.257297608	
Vaginolysin	Staphylococcales	NA	
acetate: acetyl-CoA to acetate	Synergistales	0.001072399	
aminoglycosides	Synergistales	NA	
beta_lactamases	Synergistales	NA	
Biofilm	Synergistales	0.001268552	
butyrate production I	Synergistales	0.066969455	
butyrate production II	Synergistales	NA	
butyrate: acetyl-CoA to crotonyl-CoA	Synergistales	NA	
Cadaverine	Synergistales	0.002552266	
Cytolysin	Synergistales	NA	
fosfomycins	Synergistales	NA	
glycopeptides	Synergistales	NA	
Hemolysin	Synergistales	NA	
Inerolysin	Synergistales	NA	
lactate production	Synergistales	NA	
macrolide_lincosamide_streptogramin	Synergistales	NA	
multiple_drug_resistance	Synergistales	NA	
N-Acetylputrescine	Synergistales	NA	
peptide_antibiotic	Synergistales	NA	
phenicols	Synergistales	NA	
Phospholipase C	Synergistales	NA	
polymyxin	Synergistales	NA	
propionate production I	Synergistales	NA	
propionate production II	Synergistales	NA	
propionate production III	Synergistales	0.041635484	
quinolone_antibacterials	Synergistales	NA	
rifampicin	Synergistales	NA	
Sialidase	Synergistales	NA	
succinate production	Synergistales	0.001349767	
sulfonamides	Synergistales	NA	
tetracyclines	Synergistales	NA	
trimethoprim	Synergistales	NA	
Trimethylamine	Synergistales	NA	
Urease	Synergistales	NA	
Vaginolysin	Synergistales	NA	
acetate: acetyl-CoA to acetate	TANB77	0.000539592	
aminoglycosides	TANB77	NA	
beta_lactamases	TANB77	NA	
Biofilm	TANB77	0.000219551	
butyrate production I	TANB77	NA	
butyrate production II	TANB77	NA	
butyrate: acetyl-CoA to crotonyl-CoA	TANB77	NA	
Cadaverine	TANB77	NA	
Cytolysin	TANB77	NA	
fosfomycins	TANB77	NA	
glycopeptides	TANB77	NA	
Hemolysin	TANB77	NA	
Inerolysin	TANB77	NA	
lactate production	TANB77	0.000248967	
macrolide_lincosamide_streptogramin	TANB77	NA	
multiple_drug_resistance	TANB77	NA	
N-Acetylputrescine	TANB77	NA	
peptide_antibiotic	TANB77	NA	
phenicols	TANB77	NA	
Phospholipase C	TANB77	NA	
polymyxin	TANB77	NA	
propionate production I	TANB77	NA	
propionate production II	TANB77	NA	
propionate production III	TANB77	NA	
quinolone_antibacterials	TANB77	NA	
rifampicin	TANB77	NA	
Sialidase	TANB77	NA	
succinate production	TANB77	NA	
sulfonamides	TANB77	NA	
tetracyclines	TANB77	NA	
trimethoprim	TANB77	NA	
Trimethylamine	TANB77	NA	
Urease	TANB77	NA	
Vaginolysin	TANB77	NA	
acetate: acetyl-CoA to acetate	Tissierellales	0.152536707	
aminoglycosides	Tissierellales	NA	
beta_lactamases	Tissierellales	NA	
Biofilm	Tissierellales	0.193115364	
butyrate production I	Tissierellales	3.208136279	
butyrate production II	Tissierellales	2.544615103	
butyrate: acetyl-CoA to crotonyl-CoA	Tissierellales	0.315289395	
Cadaverine	Tissierellales	0.712759928	
Cytolysin	Tissierellales	NA	
fosfomycins	Tissierellales	NA	
glycopeptides	Tissierellales	NA	
Hemolysin	Tissierellales	NA	
Inerolysin	Tissierellales	NA	
