bug_name,gene,t_statistic,Direction,t2d_status,species_update
Dorea_longicatena,UniRef90_A0A3E2YH01: AraC family transcriptional regulator,3.783214696,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2Y384: Agmatine deiminase,2.975362793,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,"UniRef90_C5ES77: TRAP transporter, DctQ-like membrane protein",3.420341901,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EJB6: NO_NAME,4.186399179,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,"UniRef90_C5EIM1: Branched-chain amino acid ABC transporter, permease protein",2.869963676,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2YGC1: Extracellular solute-binding protein,3.11018373,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EF83: N-acetylmuramoyl-L-alanine amidase,2.934394181,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EML6: MATE efflux family protein,3.011855383,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EPS7: NO_NAME,3.073347715,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,"UniRef90_C5ESX0: Kinase, PfkB family",3.20535393,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EFF5: NO_NAME,2.94439555,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EG44: Pyridine nucleotide-disulfide oxidoreductase,2.912314689,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2Y8Y4: Sugar ABC transporter ATP-binding protein,2.968175583,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5ES27: AbgT transporter family,3.13593569,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A0F0CIY8: ADP-ribose pyrophosphatase,3.767205311,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2UJH6: Butyrate kinase,3.13687808,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EP52: L-fucose isomerase,3.28444227,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_F3AL30: NO_NAME,2.946453538,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EH72: NO_NAME,3.258894923,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_R5IF78: NO_NAME,2.949908695,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_R7PNK2: Polyribonucleotide nucleotidyltransferase,3.297073881,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A174LL35: Histidine kinase,3.960171375,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,"UniRef90_C0DBN3: Transcriptional regulator, ArsR family",3.529557899,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A174DWK6: Metal-dependent hydrolase,3.444508458,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A0F0CKR5: 3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ,3.598182228,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EG39: NO_NAME,2.916482949,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_R7PPY2: NO_NAME,3.47412985,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5ERK5: NO_NAME,3.350473549,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2YBQ7: DUF177 domain-containing protein,3.191249159,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2Y2N2: Permease of phosphate ABC transporter,3.033323248,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A174RLQ2: Dihydroxyacetone kinase DhaK subunit,3.37786727,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EI41: RNA polymerase sigma factor,3.097001178,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2YDZ2: Transketolase,3.306230485,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EQI4: MaoC-like protein,3.487639515,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,"UniRef90_C5ESP9: TRAP transporter, DctQ-like membrane protein",3.164957364,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2YBZ1: Manganese efflux pump,3.117623214,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EGT4: Dihydropyrimidinase,3.170057444,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EHX8: NO_NAME,3.670332793,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_G5FJZ6: NO_NAME,2.94613647,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EPH9: NO_NAME,2.893266698,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_R5FDW1: NO_NAME,3.677846151,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,"UniRef90_C5EKY7: Fructose-1,6-bisphosphatase class 3",2.939293291,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,"UniRef90_C5EPI2: Transcriptional regulator, ArsR family",3.040974689,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EEP6: LysR substrate binding domain protein,3.78575947,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_U2D1Y4: NO_NAME,3.024930938,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2YC14: VanZ family protein,2.897717023,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EPQ6: Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C,3.480198048,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2Y8V2: NO_NAME,3.334613252,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2Y9Z8: Helix-turn-helix domain-containing protein,3.318071812,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EGI3: Methylenetetrahydrofolate reductase,3.073533883,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2Y4J0: L-alanine-DL-glutamate epimerase,3.346472888,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2Y9N6: Rhamnulokinase,3.189028145,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A0E2H0R1: NO_NAME,3.553383149,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,"UniRef90_A0A174KLM0: TRAP transporter, DctM subunit",2.918501662,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5ELW8: Cell wall-binding repeat protein,2.873462676,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E4TQT1: NO_NAME,3.047936127,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A0F0C4I9: YabP family protein,3.306496073,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EVR3: NO_NAME,2.908555455,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2XTF2: Dimethylsulfoxide reductase,3.028933745,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2YAJ9: NO_NAME,2.885070549,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5ENN7: 4Fe-4S binding domain protein,3.420977374,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EEA8: NO_NAME,3.022969254,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EQB9: Glycerol-3-phosphate responsive antiterminator,3.497852927,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A0F0C9A9: Gamma-glutamyl phosphate reductase,3.15111995,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EKX4: Phosphoesterase,3.1111554,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A0F0CAX9: YheO-like PAS domain protein,3.199687189,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2Y9P9: Glycosyltransferase family 2 protein,3.071824091,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2YAS8: NO_NAME,2.943458787,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A0F0C4K4: D-allose transporter subunit,2.966251141,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EH65: Oxidoreductase,3.143754183,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2Y8W0: DNA-3-methyladenine glycosylase I,3.278039985,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2YBV9: DUF4867 family protein,3.047506707,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2YE67: NO_NAME,3.014443448,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,"UniRef90_C0D5I4: Branched-chain amino acid ABC transporter, permease protein",2.924331417,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EU11: NO_NAME,3.270994536,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EL62: NO_NAME,2.935279322,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EH31: Exodeoxyribonuclease 7 large subunit,3.052436568,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EVH0: Sigma-70 region 2,2.926848193,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5ESS3: Cupin domain protein,3.274152993,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_G5HQM8: NO_NAME,2.960799179,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2Y7Q5: Cation:proton antiporter,3.00886223,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A0F0CN57: S4 domain protein,4.187626682,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,"UniRef90_C5EGY0: Preprotein translocase, SecG subunit",3.220105297,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2Y780: Transketolase family protein,3.093396314,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A0F0CCB6: D-methionine transport system permease protein MetI,2.947816794,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_N9Z8J4: NO_NAME,3.16950031,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2YC64: DUF3795 domain-containing protein,2.91780001,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5ENC8: Transglutaminase-like protein,3.486977516,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2YCZ2: ABC transporter substrate-binding protein,3.401981009,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2Y9U1: FAD-dependent oxidoreductase,2.906239449,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2Y663: NO_NAME,3.045093992,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EGQ8: NO_NAME,3.073810012,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,"UniRef90_C5EJY1: ABC transporter, permease protein",3.105625477,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A0F0CBT1: Anti-sigma factor antagonist,2.937678043,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EV32: Pyridoxal phosphate homeostasis protein,3.282672241,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EPQ8: Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B,3.212916703,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2YE77: 4-hydroxythreonine-4-phosphate dehydrogenase PdxA,2.999307134,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2XZA6: NO_NAME,3.24352894,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2YAT0: GNAT family N-acetyltransferase,2.876089655,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,"UniRef90_C5ENC3: Lipid kinase, YegS/Rv2252/BmrU family",3.310144916,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2Y8M9: TRAP transporter small permease,2.992435417,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5ELB7: NO_NAME,3.086850335,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,"UniRef90_C5EUL1: Transcriptional regulator, effector binding domain protein",3.355478231,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2Y1A0: Protein-ADP-ribose hydrolase,3.248940263,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EJL5: NO_NAME,3.287570113,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,"UniRef90_C5EIX4: ABC transporter, ATP-binding protein",3.257049453,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EWH5: Cyclic nucleotide-binding domain protein,3.007744897,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2Y9M7: C-terminal binding protein,2.990103219,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EGD3: Ser/Thr phosphatase family protein,3.184763413,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,"UniRef90_C5EN65: Oxidoreductase, aldo/keto reductase family protein",3.079374492,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EF50: Release factor glutamine methyltransferase,3.029808605,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,"UniRef90_C5EJ14: Transcriptional regulator, LysR family",3.140504389,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2XYC3: Alpha/beta hydrolase,2.969709059,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2Y1B8: HAD family hydrolase,3.52025389,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2YDV0: NO_NAME,3.100966285,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2XU21: FAD-binding protein,2.942490461,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A174AV84: Ribose import ATP-binding protein RbsA,2.873786318,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2YDF1: NO_NAME,3.348812881,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EIJ4: NO_NAME,2.98069268,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EJA7: NO_NAME,2.893990776,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2YCY6: Glutamine ABC transporter substrate-binding protein,3.29770099,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2XTE1: ABC transporter permease,3.447530394,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,"UniRef90_C5ESZ1: Transcriptional regulator, GntR family",3.325864579,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2YC82: Sugar ABC transporter permease,3.070432816,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A2X2UEC3: L-fuculose phosphate aldolase,2.954964311,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EQ65: RNA polymerase sigma factor SigV,3.372814471,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2Y2M8: LysR family transcriptional regulator,2.907967777,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_R7PDE0: NO_NAME,3.144024604,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EV33: NO_NAME,3.759567163,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EHR5: Arylsulfatase,2.898531074,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2XTG8: Metal ABC transporter,3.044335745,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2XXC6: DUF4454 domain-containing protein,2.889946897,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,"UniRef90_C5EJK7: Transcriptional regulator, MerR family",2.893991889,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2Y8P2: Deoxyguanosinetriphosphate triphosphohydrolase,2.899386596,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EHY0: NO_NAME,2.956577428,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,"UniRef90_C5ELR2: Transcriptional regulator, DeoR family",3.437590538,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2Y5Q5: DUF541 domain-containing protein,3.561448202,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EQ88: NO_NAME,3.013695922,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2XVT5: PTS sugar transporter subunit IIA,3.085522289,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5ENL6: Dihydrofolate reductase,2.919994913,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A0F0CKJ3: Nickel transport system permease protein NikB,3.168676815,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2YFQ6: Asp/Glu racemase,2.967948034,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2YEU1: SufE family protein,3.342474237,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2YF39: NO_NAME,3.201141515,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EJH6: NAD dependent epimerase/dehydratase family protein,2.897036389,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EJ64: NO_NAME,3.565037089,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2YBK1: NO_NAME,3.439222584,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2YE43: NO_NAME,3.06009656,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EH99: NO_NAME,3.309210305,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EV44: DNA repair protein RadC,3.088553658,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5ELG1: Nucleotidyl transferase,3.113172632,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2Y8A9: LacI family transcriptional regulator,3.07911414,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5ENP3: Copper/zinc superoxide dismutase,3.239764072,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EM52: NO_NAME,3.059041303,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EMS4: NO_NAME,3.401693561,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2Y9H4: Class I SAM-dependent methyltransferase,2.884051916,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2Y146: NAD-dependent epimerase/dehydratase family protein,2.907322865,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EEX2: Membrane protein,2.980591621,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A0E2HFB9: NO_NAME,3.299644375,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EN81: Receptor family ligand-binding protein,2.930545922,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2YF57: Transketolase family protein,3.158255939,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EQH6: RNA polymerase sigma factor,3.126537219,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EH49: Acyl-coenzyme A:6-aminopenicillanic acid acyl-transferase,3.047462732,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2Y6U9: NO_NAME,2.956084439,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2XZ76: Sigma-70 family RNA polymerase sigma factor,3.204877058,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EV30: 3-dehydroquinate synthase,3.10490555,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EPT8: NO_NAME,2.895689257,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2YDJ9: NO_NAME,3.101049702,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EEP8: NO_NAME,3.149266716,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,"UniRef90_C5EHX0: ABC transporter, ATP-binding protein",3.272698692,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2XZZ8: Phosphotriesterase-related protein,3.068526047,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2YDY0: NO_NAME,3.506578225,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2YEG1: NO_NAME,3.179513083,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2YDZ9: ABC transporter ATP-binding protein,2.869814482,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2Y701: NO_NAME,2.890169436,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EH59: Ribosomal RNA large subunit methyltransferase H,3.2207829,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2XTQ3: NO_NAME,3.009173383,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EQI0: Sigma-54 interaction domain protein,3.468444711,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2Y091: FCD domain-containing protein,2.945546221,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,"UniRef90_C5EN83: Branched-chain amino acid ABC transporter, permease protein",3.085531007,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2Y8Z5: HAD family phosphatase,2.945268114,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2YDC2: GNAT family N-acetyltransferase,2.948389131,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2YER8: 3-hydroxybutyryl-CoA epimerase,3.36211861,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2YDX6: Tripartite tricarboxylate transporter substrate binding protein,2.95792055,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EU32: LytTr DNA-binding domain protein,3.078641433,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EHY6: NO_NAME,2.879060607,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,"UniRef90_C5EV07: Hydrolase, NUDIX family",2.967623325,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_C5EGF5: FeoA domain protein,3.04427528,T2D_enriched,Non-significant,Dorea longicatena
Dorea_longicatena,UniRef90_A0A3E2Y4Y3: NO_NAME,3.174045436,T2D_enriched,Non-significant,Dorea longicatena
Fusicatenibacter_saccharivorans,UniRef90_D4JD93: Relaxasome subunit MobC,-3.009347781,T2D_depleted,Non-significant,Fusicatenibacter saccharivorans
Fusicatenibacter_saccharivorans,UniRef90_A0A3E2YA41: NO_NAME,-3.07172915,T2D_depleted,Non-significant,Fusicatenibacter saccharivorans
Fusicatenibacter_saccharivorans,UniRef90_D4L208: NO_NAME,3.04943126,T2D_enriched,Non-significant,Fusicatenibacter saccharivorans
Fusicatenibacter_saccharivorans,UniRef90_D4LSJ2: NO_NAME,-2.94783275,T2D_depleted,Non-significant,Fusicatenibacter saccharivorans
Fusicatenibacter_saccharivorans,UniRef90_A0A395X2Y6: ABC transporter ATP-binding protein,-2.979714738,T2D_depleted,Non-significant,Fusicatenibacter saccharivorans
Fusicatenibacter_saccharivorans,UniRef90_G1VSP6: NO_NAME,-3.612405854,T2D_depleted,Non-significant,Fusicatenibacter saccharivorans
Fusicatenibacter_saccharivorans,UniRef90_A0A174MW34: Energy-coupling factor transporter transmembrane protein EcfT,-3.580851954,T2D_depleted,Non-significant,Fusicatenibacter saccharivorans
Fusicatenibacter_saccharivorans,UniRef90_D4LV90: NO_NAME,-3.461606477,T2D_depleted,Non-significant,Fusicatenibacter saccharivorans
Fusicatenibacter_saccharivorans,UniRef90_C7H4V2: NO_NAME,-3.269770657,T2D_depleted,Non-significant,Fusicatenibacter saccharivorans
Fusicatenibacter_saccharivorans,"UniRef90_C0FQS4: RNA polymerase sigma factor, sigma-70 family",-3.300671689,T2D_depleted,Non-significant,Fusicatenibacter saccharivorans
Fusicatenibacter_saccharivorans,UniRef90_A0A174N2Y7: Transcriptional activator FtrA,-3.321132172,T2D_depleted,Non-significant,Fusicatenibacter saccharivorans
Fusicatenibacter_saccharivorans,UniRef90_A0A329U9G1: DNA-binding protein,-3.340790513,T2D_depleted,Non-significant,Fusicatenibacter saccharivorans
Fusicatenibacter_saccharivorans,UniRef90_A0A173XBQ3: Putative membrane protein insertion efficiency factor,3.01004722,T2D_enriched,Non-significant,Fusicatenibacter saccharivorans
Fusicatenibacter_saccharivorans,UniRef90_D4JZX7: NO_NAME,-3.668408957,T2D_depleted,Non-significant,Fusicatenibacter saccharivorans
Fusicatenibacter_saccharivorans,UniRef90_A0A174JV09: NO_NAME,-3.311191237,T2D_depleted,Non-significant,Fusicatenibacter saccharivorans
Fusicatenibacter_saccharivorans,UniRef90_A0A3E2U321: Glycosyltransferase,-3.027610026,T2D_depleted,Non-significant,Fusicatenibacter saccharivorans
Fusicatenibacter_saccharivorans,"UniRef90_U2QZ59: ABC transporter, ATP-binding protein",-3.77911985,T2D_depleted,Non-significant,Fusicatenibacter saccharivorans
