Species	A001F	A002F	A003F	A004F	A005F	A006F	A007F	A008F	A009F	A010F	A011F	A012F	A013F	A014F	A015F	A016F	A017F	A018F	A019F	A020F	B347477A	B348452C	B348676C	B348741C	B348867B	B349202C	B349441C	B350402B	B350638C	B350819D	B350890B	B350951C	B351263B	B351443D	B351788D	B352277C	B352458C	B352738D	B352756B	B353024B
Amedibacillus_dolichus	0	0	0.02885	0.09756	0	0.35795	0	0	0	0	0	0	0	0.4497	0	0.00361	0	0	0	0.03748	0	0	0	0	0.01985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Allobaculum_stercoricanis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Absicoccus_porci	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB2945_SGB3917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coprobacillus_sp_AF33_1AC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coprobacillus_cateniformis	0.03999	0.00881	0.00334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Catenibacterium_SGB4425	0.07053	0	0	0	0	0	2.70022	0	0	0	0	1.26786	0	0	0	0	0	0	0	0	0	0	0.51837	0.15781	0	0.84354	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Catenibacterium_mitsuokai	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Terrisporobacter_othiniensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Terrisporobacter_mayombei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Terrisporobacter_glycolicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Romboutsia_timonensis	0.02808	0.0042	0.95925	0.39017	0	0.00961	0.04671	0	0	0.04738	0	0	0.06458	0.31665	0.31901	0.10795	0.0034	0.41699	0	0	0	0	0.01082	0	0	0.00175	0	0.34134	0.01413	0	0	0	0	0	0	0	0	0	0	0.11848
Romboutsia_sp_CE17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Romboutsia_hominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Romboutsia_hominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptostreptococcus_stomatis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptostreptococcus_sp_MV1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptostreptococcus_SGB749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptostreptococcus_russellii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptostreptococcus_russellii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptostreptococcus_anaerobius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptacetobacter_hiranonis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paeniclostridium_sordellii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eubacterium_tenue	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Intestinibacter_bartlettii	0	0.02292	0	0.09496	0	0	0.04011	0	0	0.00536	0	0	0	0.0184	0	0	0.01416	0.03209	0	0	0	0	0.00196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01942
GGB47956_SGB71712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB4456_SGB6141	0	0	0	0.04492	0	0	0	0	0	0.00189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02625	0	0	0	0	0	0	0	0	0	0	0.00939
GGB3444_SGB4594	0.00517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00696	0	0	0.01512	0	0	0.00265	0	0	0	0	0	0	0.0041	0	0	0	0	0	0
GGB3267_SGB4317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB3267_SGB4316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB3266_SGB4315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB3263_SGB4311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridioides_difficile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB6554_SGB9256	0.3205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB6546_SGB9245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vescimonas_SGB15087	0	0	0	0	0	0	0	1.17383	0	0	0.38594	0	0	0	0	0	0	0	0	0	0	0	0	0.05697	0	0.21848	0.02891	0	0	0	0.54988	0	0.00688	0	0.32726	0	0	0	0	0
Vescimonas_SGB15086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vescimonas_fastidiosa	0.01401	0	0	0	0	0	0	0.00773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05987	0	0	0	0	0	0	0	0	0	0	0	0.00348	0	0	0	0	0
Vescimonas_coprocola	0.31345	0.04266	0	0	0	0.03255	0.2365	0	0	0.01018	0.02702	0.43149	0.00836	0	0.0089	0.0086	0.01672	0	0.11646	0.05218	0.06708	0	0.22016	0	0	0.24181	0	0	0	0	0.20668	0.08686	0.13543	0	0.03086	0.06355	0	0	0.07096	0
Solibaculum_mannosilyticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruthenibacterium_lactatiformans	0.12365	0.33752	0.00257	0.79816	0.06887	0.15037	1.24504	0.03171	0.16075	0.00846	0.00436	0.01203	0.56139	0	0.00549	0.07832	0.07585	0.10413	0	0.01099	0.27984	2.21687	0.93032	0.06682	1.94056	0.41489	0.17982	0.01136	0.01339	0.10588	0.21268	0.2472	0.20975	1.37526	9.01152	0.05623	0.17043	0.37295	0.32875	0.47452
Ruminococcus_sp_NSJ_13	0	0	0	0	0.09291	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminococcus_sp_BSD2780120874_150323_B10	0	0	0	0	0	0	0	0	0	12.70937	0	0.2545	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08374	0	0	0	0	0	0	0	0	0	0.00177	0	0	0	0
Ruminococcus_sp_AF46_10NS	0	0	0	0	0	0	0	0	0	0	0	0.22327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminococcus_sp_AF41_9	0	0	0	0	0.00132	0	0	0	0	0	0	0.0217	0.08865	0	0	0	0	0	0	0	0	0	1.41077	0	0	0	0	0	0	0	0.05108	0	0	0	0	0	0	0	0	0
Ruminococcus_sp_AF13_28	0.11669	0.53097	0.86675	0.46476	0	0.12445	0.1434	0.00707	0.16026	0.17247	0.02578	0.52425	0.11283	6.95936	0.16163	0.00727	0	5.15957	0.10774	0.17466	0.32992	0.03825	0.78424	0	0.03675	0.02681	0.05294	0.69892	0	0	0.09495	0.00753	0.06999	0.02279	0.0519	0.06647	0	0	0	3.14299
Ruminococcus_SGB4421	0	0	0	0	0	0	0	0	0	0	0	0.01956	0	0	0	0	0	0	0.02497	0.26373	0	0	0.11565	0	0	0.03861	0	0	0	0	0	0.01721	1.88835	0	0	0	0	0	0	0
Ruminococcus_gauvreauii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminococcus_champanellensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminococcus_callidus	0	0	0	0	2.07831	0	0	0.22558	0	0.06013	0.37831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95655	0	0	0	0	0.33002	0	0	0.24091	0
Ruminococcus_bromii	0	0.2031	0	0.04189	0	3.32958	0	0.04919	0	0	0	0	0.72734	0	0.82557	0	0	2.3361	0	3.02077	0.00223	0	0	2.38322	0.00546	0	2.25031	0.00621	0	0	0	0.06668	0.05083	0.08089	1.10289	0	0	0.00315	0.16284	0
Ruminococcus_bovis	0	0	0	0	0	0	0	0.05246	0	0	0.27826	0	0	0	0	0	0	0	0	1.43606	0.52455	0	0.01634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.46692
Ruminococcus_bicirculans	0.13509	0	0	0	0.33287	0	0	0.16255	0	1.09568	0.01321	1.86203	0	0	0	0	0	0	2.18362	0.90383	0.25476	0	0.82329	3.1725	0	0.00784	0	0	0	0	0	0	0.01427	0	0	0.18378	0	0	0.01078	0
Pygmaiobacter_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudoruminococcus_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0.02597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudoflavonifractor_sp_An85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudoflavonifractor_sp_An184	0	0.0803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01694	0	0	0	1.57645	0	0	0	0	0	0	0	0	0.25345	0	0	0	0	0	0
Pseudoflavonifractor_sp_AF19_9AC	0.0007	0.00391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00166	0	0	0	0	0	0	0.03002	0	0.00015	0.00854	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudoflavonifractor_phocaeensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudoflavonifractor_gallinarum	0	0	0	0	0	0.01162	0	0	0.0108	0.00078	0.00221	0.00819	0.02985	0.0018	0	0	0.0667	0	0.00026	0	0.24523	0.55949	0.05346	0.0075	0.05845	0	0.01336	0	0	0	0	0	0	0	0	0.00799	0.39919	0	0.00212	0
Pseudoflavonifractor_capillosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudoflavonifractor_capillosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00344	0	0
Phocea_massiliensis	0.02975	0.01378	0.05511	0.22169	0.00205	0.14387	0	0.01186	0	0.00266	0	0.02883	0.01316	0	0	0.01574	0.11434	0.07752	0.00601	0	0.09193	0.6355	0	0	0.17019	0.03453	0.0457	0	0	0	0.02482	0.01016	0	0.02604	0.01153	0.01906	0	0	0	0.04987
Oscillibacter_valericigenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09497	0	0	0	0	0	0
Oscillibacter_sp_PC13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00099	0	0	0	0	0
Oscillibacter_sp_NSJ_62	0	0	0	0	0	0	0	0	0	0	0.00971	0	0.01515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oscillibacter_sp_ER4	0.79141	0	0	0	0.00906	0	3.04112	0.67674	0	0.04427	0.73294	0	0.35497	0	0.09956	0.27956	0	0	0.31813	0.11786	1.6255	0	21.25527	0	0	3.15578	3.11457	0.0051	0	0	5.29001	3.16198	2.06745	0	1.49308	4.80845	0	0	0	0
Oscillibacter_ruminantium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neobittarella_massiliensis	0.0001	0	0	0	0	0.03394	0.01097	0	0.0111	0.00191	0	0.00338	0.0017	0	0	0.0015	0	0.01046	0	0.00059	0.00624	0	0.045	0.00167	0.01491	0.00726	0	0	0	0	0.00333	0	0.00123	0	0	0.00113	0	0	0	0
Neglectibacter_timonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Monoglobus_pectinilyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Massiliimalia_timonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00563	0	0.00077	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00501	0	0	0
Massiliimalia_massiliensis	0.00403	0	0	0	0	0	0	0	0	0	0	0	0.00575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mageeibacillus_indolicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hydrogenoanaerobacterium_saccharovorans	0.13429	0.13467	0	0	0.05169	0.01378	0.03403	0.05086	0	0.0183	0.06378	0	0.01817	0	0.00073	0.05167	0	0	0	0	0.38986	0	0	0.0721	1.10447	0.39183	0.27741	0	0	0	0.26917	0.03646	0	0.26561	0.13558	0.09091	0.01273	0	0.03585	0
Hydrogeniiclostidium_mannosilyticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Harryflintia_acetispora	0	0	0	0	0	0	0	0	0	0	0	0	0.00518	0	0	0	0	0	0	0	0	0	0	0	0.00613	0.00183	0.00277	0	0	0	0	0	0	0.01153	0	0	0	0	0.022	0
GGB9739_SGB15313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9737_SGB15309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9724_SGB15278	0.05187	0.04568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05904	0	0	0	0	0
GGB9719_SGB53514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9719_SGB15273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9719_SGB15272	0	0.09274	0	0	0	0	0.01593	0	0.00399	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03576	0.00109	0.04195	0.029	0	0	0	0	0	0.00191	0	0.07264	0.12719	0	0	0	0	0
GGB9716_SGB15269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9713_SGB15249	0.9173	0	0	0	0.0709	0	0	0.38344	0	0.14604	0.32488	0	0.1365	0	0	0	0	0	0	0	0	0	0	0.00394	0	2.24196	0.20641	0	0	0	0.12049	0	0.01099	0	0.19882	0	0	0	0.27317	0
GGB9710_SGB15239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9708_SGB15235	0.02449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22648	0	0	0	0	0	0	0	0	0
GGB9708_SGB15234	0.00753	0.00857	0	0	0	0	0	0.019	0	0.00087	0.15351	0	0	0	0	0	0	0	0	0	0	0	0	0.27376	0	0.25649	0.09016	0	0	0	0.00704	0.04108	0.02162	0	0.13255	0.55838	0	0	0	0
GGB9708_SGB15233	0.11502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9707_SGB15229	0.08218	0.07434	0	0	0.00769	0	0	0.02654	0	0.00532	0.1008	0	0	0	0	0.00549	0	0	0	0	0	0	0	0	0	0.26195	0	0	0	0	0.07235	0.19926	0.00568	0	0	0.01365	0	0	0.17017	0
GGB9699_SGB15216	0.16463	0.05507	0	0	0.00643	0	0	0.04365	0	0	0.02397	0	0.0084	0	0	0	0	0	0	0.02374	0.64006	0	0.02311	0.18341	0	0.19792	0.17273	0	0	0	1.10287	0.53077	0.18598	0.01582	0.21289	0.61031	0	0	0.13246	0
GGB9668_SGB15165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9661_SGB15150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9661_SGB15148	0	0	0	0	0	0.00579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9646_SGB15123	0	0	0	0	0	0	0	0	0	0	0	0	0.0211	0	0	0	0	0	0	0	0.01319	0	0	0	0	0	0.00246	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9642_SGB15119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25963	0.27278	0	0	0	0	0.12336	0	0	0	0	0	0	0	0	0
GGB9641_SGB15117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9640_SGB15115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01571	0	0	0	0	0	0	0	0	0
GGB9637_SGB15111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9636_SGB15108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9636_SGB15107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15608	0	0	0	0	0	0	0	0.06775	0	0	0	0	0
GGB9635_SGB15106	0.79547	0	0	0	0.00183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5883	0.45489	0	0	0	0	0.00677	0	0	0.38204	0	0	0	0	0
GGB9635_SGB15104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9635_SGB15103	0	4.97722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9635_SGB15102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9634_SGB15101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9634_SGB15100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9634_SGB15099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9634_SGB15097	0	0	0	0	0	0	0	1.15328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04111	0	0	0	0	0	0	0	0	4.55125	0	0	0	0	0
GGB9634_SGB15095	3.27992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00401	0	0	0	0	0	0	0
GGB9634_SGB15093	0	0	0	0	0	0	0	0	0	0	0	0	1.40611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01892	0.01418	0	0	0	0	0	0	0	0
GGB9628_SGB15082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9627_SGB15081	0	0.06929	0	0	0	0	0	0.0235	0	0	0.32158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72591	0	0	0	0	0.35829	0.28369	1.3496	0	0	0.46399	0	0	0	0
GGB9623_SGB15075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9621_SGB15073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9621_SGB15072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9620_SGB15068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9619_SGB15067	0	0	0	0	0	0	0	0.00707	0.00074	0	0.01795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00853	0	0	0	0	0
GGB9619_SGB15066	0.00916	0	0	0	0	0	0	0	0	0	0	0	0.00994	0	0	0	0	0	0	0	0	0	0	0.04027	0.0136	0	0.0099	0	0	0	0	0	0	0	0	0.01207	0	0.00105	0	0
GGB9618_SGB15065	0	0	0	0	0	0	0	0.02741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00994	0	0.04049	0	0	0	0	0	0	0
GGB9618_SGB15064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00409	0	0	0	0	0	0	0	0.0188	0	0	0	0	0
GGB9616_SGB15052	0	0	0	0	0	0	0	0.02876	0	0.03207	0	0	0.04073	0	0	0	0.1328	0	0.07954	0	0	0	0.0007	0	0	0.0394	0.02037	0	0	0	0.0694	0	0.15394	0	0	0.00095	0	0	0	0
GGB9616_SGB15051	0	0	0	0	0	0	0	0.00323	0	0	0.05772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26161	0.02513	0.41303	0	0	0	0	0	0	0
GGB9614_SGB15049	0	0	0	0	0.01355	0	0	0.00391	0	0.06507	0.02601	0	0.01067	0	0	0	0.09835	0.01137	0.08251	0	0	0	0.012	0	0	0.03641	0	0	0	0	0.04027	0.10899	0.22206	0	0.01985	0.3654	0	0	0.00109	0
GGB9611_SGB2124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9611_SGB15045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00304	0	0	0	0	0
GGB9608_SGB15042	0	0	0	0	0	0	0	0.00792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9608_SGB15041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06446	0	0	0	0	0
GGB9495_SGB14892	0.00086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01505	0
GGB9457_SGB14849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00127	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00075	0	0	0	0	0	0
