Classify	Species	H001F	H002F	H003F	H004F	H005F	H006F	H007F	H008F	H009F	H010F	H011F	H012F	H013F	H014F	H015F	H016F	H017F	H018F	H019F	H020F	H021F	H022F	H023F	H024F	H025F	H026F	H027F	H028F	H029F	H030F	H031F	H032F	H033F	H034F	H035F	H036F	H037F	H038F	H039F	H040F	H041F	H042F	H043F	H044F	H045F	H046F	H047F	H048F	H049F	H050F	H051F	H052F	H053F	H054F	H055F	H056F	H057F	H058F	H059F	H060F	H061F	H062F	H063F	H064F	H065F	H066F	H067F	H068F	H069F	H070F	H071F	H072F	H073F	H074F	H075F	H076F	H077F	H078F	H079F	H080F	H081F	H082F	H083F	H084F	H085F	H086F	H087F	H088F	H089F	H090F	H091F	H092F	H093F	H094F	H095F	H096F	H097F	H098F	H099F	H100F	H101F	H102F	H103F	H104F	H105F	H106F	H107F	H108F	H109F	H110F	H111F	H112V	H113V	H114V	H115V	H116V	H117V	H118V	H119V	H120V	H121V	H122V	H123V	H124V	H125V	H126V	H127V	H128V	H129V	H130V	H131V	H132V	H133V	H134V	H135V	H136V	H137V	H138V	H139V	H140V	H141V	H142V	H143V	H144V	H145V	H146V	H147V	H148V	H149V	H150V	H151V	H152V	H153V	H154V	H155V	H156V	H157V	H158V	H159V	H160V	H161V	H162V	H163V	H164V	H165V	H166V	H167V	H168V	H169V	H170V	H171V	H172V	H173V	H174V	H175V	H176V	H177V	H178V	H179V	H180V	H181V	H182V	H183V	H184V	H185V	H186V	H187V	H188V	H189V	H190V	H191V	H192V	H193V	H194V	H195V	H196V	H197V	H198V	H199V	H200V	H201V	H202V	H203V	H204V	H205V	H206V	H207V	H208V	R001	R002	R003	R004	R005	R006	R007	R008	R009	R010	R012	R013	R014	R015	R016	R017	R018	R019	R020	R021	R022	R023	R024	R025	R026	R027	R028	R029	R030	R031	R032	R033	R034	R035	R036	R037	R038	R039	R040	R041	R042	R043	R044	R045	R046	R047	R048	R049	R050	R051	R052	R053	R054	R055	R056
Enterococcus_faecium	Enterococcus_faecium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94934	0.00327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00347	0	0	0	0	0	0	0	0	0	0	0	0.34854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05231	0	0	0	0	0	0	0	0	0
Enterococcus_gallinarum	Enterococcus_gallinarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05928	0	0	0	0	0	0.00818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus_hirae	Enterococcus_hirae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus_hulanensis	Enterococcus_hulanensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus_pseudoavium	Enterococcus_pseudoavium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus_raffinosus	Enterococcus_raffinosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus_SGB6173	Enterococcus_SGB6173	0	0	0	0	0	0	0.00563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02242	0.01994	0.00612	0	0	0	0	0	0	0	0	0	0	0	0.0111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03557	0	0	0	0	0	0.00232	0.00031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00238	0	0	0	0.02019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02598	0	0	0	0	0	0	0	0	0.02229	0	0	0	0	0	0	0.00133	0	0	0	0	0.0016	0	0	0	0	0	0	0	0	0	0	0	0	0.21876	0	0	0	0	0.00414	0	0	0.00455	0	0	0	0	0	0	0.00904	0	0.023	0	0	0	0.00416	0	0	0	0	0.01093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00206	0	0	0	0	0	0	0	0	0	0	0.0201	0	0	0	0	0.09582	0	0	0	0	0	0	0	0	0	0	0	0	0.0247	0	0	0	0.00324	0	0	0	1.15364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus_thailandicus	Enterococcus_thailandicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterorhabdus_sp_P55	Enterorhabdus_sp_P55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enteroscipio_rubneri	Enteroscipio_rubneri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erysipelatoclostridium_ramosum	Erysipelatoclostridium_ramosum	0	0.01803	0.0187	0.17602	0	0	0	0	0.43978	0	0	0	0	2.17032	0	0	0	0.2101	0	0	0	0	0	0.007	0	0	0	0	0.02079	0	0.00204	0	0.03645	0	0	0	0	0	0	0.02409	0.05166	11.80798	0	0	0.00236	0	0	0	0.68399	0.01197	0.01614	0	0	0	0	0	0	1.67062	0	0	0	0	0.0681	0	0.1123	0	0	0	0.00895	0	0	0.01956	0	0	0.00255	0	0.06108	0	0	0.43101	0	0	0	0	0	0	0	0	0	0.12481	0.64795	1.41945	0.0025	1.55581	0	0.02679	0	0	0	0.04207	0	0.01507	0	0	0	0	0.02312	0.66012	0.05739	0.02202	0.03965	0.00775	0	0	0.72978	0.01646	0	0.00714	0.345	0	0.38865	0.04024	0.00286	0	0	0	0	0	0	0.19938	0	0	0	0	0.00237	0	0	0	0	0.48226	0	0.04716	0.01411	0.00567	0	0.10184	0	0.09385	0	0	0	0	0	0	0	0	0.00348	0	0	0	0	0.57399	0	0	0	0.01214	0.25051	0	0.0291	0.10625	0	0	0	0.02217	0	0	0	0	0.60387	0	0.11984	0	0.61225	0.0007	0	0	0	0	0	0	0	0	0.2086	0.01013	0	0	0.00699	0	0	0.01184	1.67274	2.23642	0	0	0.44951	0.19093	0	0.04686	0.14062	0.40152	0	0.08233	0.04709	0	0.23545	0	0	0.39572	0.01568	0.17759	0.07311	0.45177	0	0	0.26739	0	0	0.00495	0.36951	0.0086	0	0	0	0.00432	0.05677	0	0	0.00918	0	1.12102	0.36159	0	0	0	0.23708	0.01134	0	0	0.04686	0.14572	0	0.01349	0.07013	0	0	0	0.26387	0	0	0	0	0	0
Escherichia_coli	Escherichia_coli	0.32207	0.27091	0	0.1109	0.10835	0.00977	0	0.1756	0.01072	0	0	0.1083	0.07085	3.9821	1.7842	0.24374	0.18255	0.22277	0.10266	0.46722	0.03333	0.05889	0.00872	0.06001	16.48369	0.06394	2.19993	0.27239	0.05785	1.13123	12.13008	0.08821	0.34941	0.11083	0.45042	0	1.46934	0.16638	0.17004	37.14921	0	14.97917	9.38856	0.02223	0.02052	0.00741	34.92042	0	0.36601	0.31814	1.23518	0	18.15205	0.09247	11.66168	1.3638	0.49057	0.88385	0.3345	0.10443	0.03809	1.34527	2.1951	0.4933	0.23262	0.02161	0.01836	0.09454	0.55945	1.52382	0.11197	0.99006	0.16953	2.05685	0.36618	0.02252	5.62474	0.01789	22.29841	4.52924	0.68228	2.41112	0.0411	0.95569	0.1122	0.3058	0.38	2.13335	0.06485	1.83134	2.18601	1.16383	0	0.00421	7.91053	0.31404	0.00471	0.2129	0.14888	0	0.02804	0.09828	0.2801	0.0992	1.65545	0	0	2.59218	0.10453	0.17266	0.01314	0.04277	0.0451	38.05603	0.4985	3.2765	1.29552	0.11871	0.00098	7.85283	0	0.05277	0.13853	1.1247	0.02603	0.87899	2.06148	0.0838	0.20203	0.24301	6.78765	0.02985	0.32784	0.027	0.00303	0.03017	0.09643	0.07563	0.37939	0.03132	7.64181	0.45313	0.38866	0.02415	0.10537	0.10339	0.01456	5.9715	0.08751	0.19111	0.07417	2.90615	0	0.28918	0.03041	0	0.01079	0.36052	1.99474	0.44736	3.78429	0.56928	0.05261	1.31159	0.27579	0.39604	0.0077	0.76859	1.06095	0.93482	0.02388	0.25142	0.11088	2.542	1.95229	0.75824	0.08322	0.26635	0.6925	0.02223	0.65326	0.06319	13.88392	0.63496	0.02504	0.77954	1.03701	0.55653	15.89638	0.00634	0.27212	0.09904	0.50435	3.68718	0.05801	10.70804	0	0.15291	0.11976	0.17798	16.4744	4.57473	0.01603	0.02536	0.46983	60.02396	11.50278	29.22575	2.58816	0.02521	0	0.49018	3.62348	0.003	3.85038	0.15635	2.59265	19.90067	0.21979	0.00054	18.49932	0.60456	0	0.07425	11.07954	0	0.236	14.13822	0.18832	0	0.73208	0.00526	0.16153	0	0.14063	0.02097	0.04511	0.19578	0.51159	2.666	0.24276	0.01157	0.00048	3.30805	0.15365	0.16813	0.10604	4.3581	1.41115	0.57223	0.11214	0.21938	0	0.10852	0.10661	0.01815	2.09581	0.04213	0.06351	7.16506	0.48243	0.02511	0
Escherichia_marmotae	Escherichia_marmotae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia_SGB15240	Escherichia_SGB15240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia_sp_ESNIH1	Escherichia_sp_ESNIH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia_sp_MOD1_EC7003	Escherichia_sp_MOD1_EC7003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eubacterium_callanderi	Eubacterium_callanderi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00048	0	0	0	0	0	0	0	0	0	0	0	0.00992	0	0.92908	0	0	0	0	0.05002	0	0.01286	0	0.01893	0	0	0	0.0099	0	0	0.28864	0	0	0	0	0.00742	0	0	0	0	0	0	0	0	0.03969	0	0	0	0	0	0	0	0.01599	0	0	0	0	0	0	0	0	0	0.00736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00848	0	0	0	0	0	0	0	0	0	0	0	0	0.08879	0	0	0	0.00045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03728	0	0	0	0	0	0	0	0	0	0	0	0.00039	0	0	0	0	0	0	0.00335	0.58362	0	0	0	0	0	0.0216	0.02887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00205	0	0	0	0	0	0	0.00629	0	0	0	0	0.00588	0	0.57614	0	0.00044	0	0	0	0	0	0	0	0	0	0	0.01639	0	0.00111	0	0	0	0.0157	0	0	0.00365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eubacterium_limosum	Eubacterium_limosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12682	0	0	0	0	0.01834	0	0	0	0	0	0	0.00596	0	0	0	0	0	0	0	0	0.00222	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00293	0	0	0	0	0.01452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13575	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03492	0	0	0	0.05179	0	0	0	0	0	0.00146	0	0	0	0.01329	0.00462	0	0.2179	0	0	0	0	0	0	0	0	0	0.00519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07271	0	0	0	0	0	0	0	0	0	0.00945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eubacterium_maltosivorans	Eubacterium_maltosivorans	0.01886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04736	0	0	0	0	0	0	0.00911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eubacterium_ramulus	Eubacterium_ramulus	0	0	0	0	0.06142	0	0.10353	0	0	0.17843	0.02738	0.05454	0.01863	0	0.38074	0.0277	0.08679	0	0	0	0.14803	0	0.11063	0.06274	0	0.30119	0.06431	0.00244	0.0255	0.43275	0.1627	0.00222	0	0.00631	0	0.08587	0.07582	1.62611	0.45467	0.10607	0.48135	0	0.8438	0.12244	0	0.02199	0.15013	0.01682	0	1.06082	0.11322	0.02871	0.05256	0.24154	0.07941	0.04387	0	0	0	0.04592	0	0.19608	0.13843	0.59855	0	0.02246	0.05077	0.03202	0	0.00861	0.15301	0	0.02747	0	0	0.07312	0	0.00109	0	0	0.03711	0.15389	0.01203	0.18964	0.03404	0.10333	0.06927	0.02739	0.00939	0	0	0	0.4838	0	0.22503	0.47557	0.0083	0.09088	0.33004	0	0.04463	0.83448	0.27957	0.1236	0.10497	0.05412	0	0	0.24912	0.12848	0.07237	0.06835	0.14607	0	0	0.21432	0.02265	0.05728	0.00916	0.11039	0.19611	1.10394	0.01428	0.22941	0.26687	0	0.02955	0.09007	0.13661	0.25454	0.11155	0.14506	0.01952	0.04137	0.37751	0.04528	0.21358	0.09035	0.97403	0	0	0.31304	0.20598	0.24734	0.08283	0.2361	0.2987	0	0.11971	0.10063	0	0	0	0.06055	0	0.07315	0.04869	0	0.07856	0.10592	0	0	0.08021	0.3717	0.02212	0.15942	0.14272	0.06984	0.14828	0	0.0905	0.0322	3.10784	0.60278	0.14433	0	0.13073	0.09306	0.06635	0.69454	0.05177	0.11499	0	0	0.09721	0.66546	0.0824	0.01474	0.27334	0.03558	0	0.02505	0	0.18503	0.38116	0.50689	0.12848	0.0306	0.03474	0.10438	0	0	1.55391	0.0583	0	0	0.16452	0.35012	0	0	0.01321	0	0	0.03224	0	0.00421	0.01135	0	0.00884	0	0	0	0.011	0	0	0.24703	0	0	0	0	0	0.09846	0.13038	0	0	0	0.00976	0.44487	0	0	0	0	0.00424	0.01009	0.1254	0.00276	0.07691	0	0	0	0	0.38258	0	0	0	0.00485	1.57302	0	0	0	0.144	0	0
