"","A001F","A002F","A003F","A004F","A005F","A006F","A007F","A008F","A009F","A010F","A011F","A012F","A013F","A014F","A015F","A016F","A017F","A018F","A019F","A020F","B347477A","B348452C","B348676C","B348741C","B348867B","B349202C","B349441C","B350402B","B350638C","B350819D","B350890B","B350951C","B351263B","B351443D","B351788D","B352277C","B352458C","B352738D","B352756B","B353024B"
"Butyrivibrio_crossotus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Campylobacter_coli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Campylobacter_concisus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00195422064080939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Campylobacter_curvus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Campylobacter_gracilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Campylobacter_hominis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Campylobacter_jejuni",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Campylobacter_SGB1823",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Campylobacter_SGB19292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Campylobacter_SGB19337",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Campylobacter_SGB96438",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Campylobacter_showae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Campylobacter_ureolyticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candida_tropicalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113253374355248,0,0,0,0,0,0,0,0,0,0
"Candidatus_Borkfalkia_ceftriaxoniphila",0,0,0,0,0,0,0,0,0,0,0,0,0.0151671182456519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candidatus_Brocadia_sinica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candidatus_Catenibacterium_tridentinum",0,0,0,0,0,0,0,0.0141109180732558,0,0,0,0,0,0,1.32963524262781,0.0026339795882949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candidatus_Cibionibacter_quicibialis",0,0,0,0,0.043929164705955,0,0.294698563721003,0,0,0.0136998145730226,0.164637790707385,0.0363981296555958,0.211373959040276,0,0.00687337084350436,0.0861186971227986,0,0.0748366355364569,0,0,0,0.00139694709422484,2.5452367303529,0,2.35886572888871,0.43444277041728,0.0233437470419394,0,0,0,0.267637211045522,0.293116104682762,0.14009065460996,0,0.160951370150455,4.29347668181902,0,0,0.172113391554468,0
"Candidatus_Methanomethylophilus_alvus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candidatus_Methanoperedens_nitroreducens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candidatus_Nanoperiomorbus_periodonticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00428194867922825,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00166842528636085,0.0068711279713094,0,0,0,0,0,0,0,0,0,0,0
"Candidatus_Nanosynbacter_lyticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00386097187918843
"Candidatus_Nanosynbacter_SGB19887",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00617650574470162,0,0,0,0,0,0,0,0,0,0,0
"Candidatus_Nanosynbacter_SGB19893",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144931988903029,0,0,0,0,0,0,0,0,0,0,0
"Candidatus_Nanosynbacter_SGB96076",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candidatus_Nanosyncoccus_SGB19792",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candidatus_Nanosyncoccus_SGB19793",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candidatus_Nanosynsacchari_sp_TM7_ANC_38_39_G1_1",0,0,0,0,0,0,0.00403223316366887,0,0,0,0,0,0,0.0542140633086221,0.0033359231273476,0,0,0,0,0.00114528426745184,0,0.00530821684208248,0.0126585804371827,0,0,0.00911868158549802,0,0.173476380032213,0.219701702767855,0,0.00310786829384774,0.00197279830486656,0.00551396170182967,0,0.0232818424891485,0,0.00196903988628177,0,0,0.00635432852215014
"Cardiobacterium_hominis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00284099423285892,0,0,0,0,0,0,0
"Cardiobacterium_SGB69135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cardiobacterium_SGB9419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119603361346033,0,0,0
"Carnobacterium_divergens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Catenibacillus_scindens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Catenibacterium_mitsuokai",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Catenibacterium_SGB4425",0.0990420836574253,0,0,0,0,0,1.88566192336194,0,0,0,0,0.921437945781478,0,0,0,0,0,0,0,0,0,0,0.684848479443338,0.120797016354297,0,0.769942550840105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Caulobacter_sp_3R27C2_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00158801043455395,0,0,0,0,0,0,0,0,0.00327698265099539,0,0,0,0,0,0,0,0,0,0
"Cellulomonas_flavigena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134907825889334,0,0.00488878845001919,0,0,0.00509595378091285,0,0,0,0,0,0,0
"Cellulosilyticum_lentocellum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centipeda_periodontii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cetobacterium_somerae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chlamydia_trachomatis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Christensenella_hongkongensis",0.0509352050892291,0,0,0.00396052911011346,0,0,0.0143602112406688,0,0.0682265744875442,0,0,0,0,0,0,0,0.00597033823919015,0,0,0,0,0,0.00455962539209834,0.000140333194887373,0,0.000133266230797336,0.00272005189128855,0,0,0,0,0,0,0.00110690898007522,0,0,0,0,0,0
"Christensenella_intestinihominis",0.004112716909244,0,0,0,0,0,0.00396650670297041,8.13238380051417e-05,0,0,0.00502844362378521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000885337641588607,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Christensenella_minuta",0.00641471545230207,0,0,0,0,0,0,0,0,0,0,0,0.00312894920106315,0,0,0,0,0,0,0,0,0,0.152928356443597,0,0.00199779065304176,0,0.00300850877376562,0,0,0,0,0,0,0.0003811883598866,0,0,0,0,0,0
"Christensenella_sp_Marseille_P3954",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00410145500428621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Christensenella_sp_NSJ_35",0,0,0,0,0,0,0,0,0,0,0,0,0.00125742818360481,0,0,0,0,0,0,0,0,0,0,0,0.00291382830270838,0.00341356987581587,0,0,0,0,0,0,0,0.00138261540704631,0,0,0,0,0,0
"Christensenella_timonensis",0,0,0,0,0,0,0.000244415025711205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00372544890437927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chryseobacterium_sp_VAUSW3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citrobacter_braakii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citrobacter_freundii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223931186999395,0,0,0,0,0,0,0,0.00555523411451244,0,0,0
"Citrobacter_koseri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000118394374478743,0,0,0,0,0,0,1.18192787893368,0,0,0.207099730273276,0,0,0,0,0,0,0,0
"Citrobacter_SGB1895",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citrobacter_sp_Res13_Sevr_PEB04_36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citrobacter_sp_RHBSTW_00671",0,0,0,0,0,0,0,0,0,0,0,0,0.000721315392145398,0,0,0,0,0,0,0,0,0,0,0,0.0236742795589719,0,0,0,0.285658697299027,0,0,0,0.00519787285653111,0,0,0,0,0,0,0
"Citrobacter_telavivensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140989538427687,0,0,0,0,0,0,0,0,0,0,0
"Citromicrobium_sp_JL1351",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clavibacter_michiganensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cloacibacillus_evryensis",0,0,0,0,0,0,0,0,0.023395550157271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00386253707083457,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cloacibacillus_porcorum",0.0363126233590929,0.0310666852401047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00726385633755738,0,0.015100773070901,0.0110011792319419,0,0,0,0,0,0,0,0.0122225418165572,0,0,0.015066470752612,0
"Cloacibacillus_SGB15503",0,0,0,0,0,0,0,0.00526387024178736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100924463894722,0.00459692534661837,0,0,0,0,0
"Clostridioides_difficile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_butyricum",0.0021087855704158,0.00154617888477969,0.00153952333312903,0.00846981070986442,0,0.000849014928264964,0,0,0.000854075209765902,0,0,0,0,0.360755437726348,0,0,0,0.0178861930999573,0,0,0.015218321312115,0.053118711777399,0.153931147138291,0,0.00975940375646719,0,0.0130707548244119,0,0,2.62992027267525,0,0,0,0.619838067948362,0,0,0.259257327472281,0.0014817998576419,0,0.142469587836454
"Clostridium_celatum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_culturomicium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_cuniculi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_disporicum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_fessum",0,0.181406560954835,0.848431562497263,3.49958600237756,0.64831450039093,1.70422692121019,0.756920146899911,0.0826546351605041,0,0.489373903813653,0.361789748638155,2.44002583457405,0.807970925771761,0,0.240492465541709,0.888588215988103,0,0,1.21070093601165,0,1.13537974538394,0.00134228272717663,0.140228875523613,0,2.37132336961233,0.104710819622438,0.697149151454209,1.77610745948498,0.926256713920323,0,0.158092960103234,0.280339799449334,0.315176595335683,0.000224111342205095,0.103037475414139,0.0365402685837386,1.6118590129449,0,0.0616889905849276,0
"Clostridium_hylemonae",0.0220374250768364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00179863535291794,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_jeddahense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_massiliamazoniense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_neonatale",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_paraputrificum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_perfringens",0,0,0,0.0336658605587801,0,0,0.002318451101032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12154011608267,0,0,0,0,0,0.00338943804358958,0,0,0,0,0
"Clostridium_polynesiense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_porci",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_saccharogumia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_sartagoforme",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_saudiense",0,0,0.158553391276924,0.000341240984522822,0,0,0,0,0,0,0,0,0,0,0,0.00977345057762054,0,0.186541371258373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_scindens",0.0797728347319402,0.00675893956166176,0.00481456462012517,0.0635940258503677,0,0.0213396603701763,0.0048816858585098,0,0.0063647477156786,0,0,0,0.000131450466836584,0,0,0,0.00107636086143883,0,0,0.0520074391889873,0.109015693676663,0.194414319584796,0.014849941399835,0.0196356977594854,0.0118700775031108,0.345022751304553,0.00575799719632589,0,0,0,0,0,0,0,0.0264387905494947,0.0840047140168261,0.00974385690377772,0,0,0
"Clostridium_SGB29100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_SGB4648",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_SGB47293",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_SGB4750",0,0,0.35682469338045,2.43087711010878,0.0858332597009924,0.0552382786313581,0.161520185658549,0.001240788522055,0.0622657969277984,0.0696033855121447,0.0332314947617015,0.103904254591272,0.271679443582675,0,0.0735110124588708,0.0736845099982045,0,0.735720881724862,0.0237086768195398,0,0,0,0.0165587698657655,0,0,0.000441480215064254,0.00738554529666917,0.257266966967379,0,0,0,0.0192498739100889,0.00133741983099522,0,0.00556473445597932,0.061038474041896,0.361708156325994,0.00198838572570619,0.000731655526956329,0
"Clostridium_SGB4751",0.0152497811006892,0,0,0,0.412053132567327,0,0,0.0046960172270366,0,0,0.0610984576222953,0.0821034407868727,0,0.0983414202840088,0,0,0,0,0,0.0401526656114073,0,0,0,0,0.00432558280182374,0,0,0.0187171406957839,0,0,0,0,0,0.00950334135333056,0,0,0,0,0,0
"Clostridium_SGB4909",0,0,0,0,0,0,0,0,0,0,0.00180217403057966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_SGB6176",0,0,0,0.0749462699436265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_SGB6177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.930360258123387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_SGB6179",0,0,0,0.136418395869809,0,0,0.084497766031588,0,0,0,0,0,0.00668678863529383,0.460084455684043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_sp_1001270H_150608_G6",0.0131817433511722,0,0,0,0,0,0,0.104866446199547,0,0,0,0,0,0,0,0,0,0,0,0.13112015472632,0,0,0.170478097488397,0,0,0.0568794609639699,0,0,0,0,0,0,1.26388573047279,0,0,0.454560133551478,0,0,0,0
"Clostridium_sp_1001270J_160509_D11",0,0,0,0,0,0,0,0,0,0.0161358964990308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_sp_1001271B_151109_B4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_sp_1001271st1_H5",0.00697617851158453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00443440748047654,0,0,0.0163828039957964,0,0.0253102931676798,0,0,0,0,0,0,0.00390879589375242,0,0,2.08826017916188,0,0,0
"Clostridium_sp_12_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_sp_AF12_28",0,0,0,0,0.00975677708822006,0,0,0.0044210595570068,0.023111475827521,0,0.0672349542177796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171682484930739,0,0,0,0,0.00328238575102132,0,0.014268670586556,0,0,0.0016480771648609,0,0,0,0
"Clostridium_sp_AF15_17LB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_sp_AF20_17LB",0,0,0.169406257509071,0.191684113434275,0.18631999927722,0,0.338085155027205,0.0271249460949283,0,0.110221758981272,0.148837214747976,0.196851204600834,0,0.057717370519585,0,0,0.252743723082576,0,0.711670790935015,0,0,0,0.00273730808396131,0,0,0.00232563230288347,0,0,0,0,0.00020089059153429,0,0.00662779827070845,0,0,0.00204034028027287,0,0,0,0.00368539431094792
"Clostridium_sp_AF27_2AA",0.00284942502585847,0,0,0,0.0538531674499799,0,0.171279066731963,0,0.124170918636097,0.0450083351046837,0.0932341501974009,0.0072820262142066,0.16129197018689,0,0,0.240015613712346,0,0.415189678191605,0,0.33059528539892,0,0,0,0,0,0.00543980654007021,0,0,0.0128223508317058,0,0.00146729164366847,0,0,0,0.00493586915097733,0,0,0,0,0
"Clostridium_sp_AF32_12BH",0,0,0,0,0.19491283272217,0,0.0108799602873731,0.000268615101289711,0,0,0.0469825509510558,0.0131468916382233,0.0103226081119186,0,0.0123021721063001,0.00223129097955808,0,0,0,0,0,0,0,0,0,0.00140558759592418,0,0.212476567132564,0,0,0.00707560637057908,0,0,0,0.0056631860644976,0,0,0,0,0
"Clostridium_sp_AF34_10BH",0.629657332216416,0.0310593703344227,0,0.77919926910672,1.93771605028704,0.0202729896978706,0.393128610178761,0.0775196294214432,0.115146484789787,1.30247053486645,0.218981753476658,1.71446121549367,1.17099142432739,0,0.141551971889944,0.0341310202564381,0.197008470447334,0.903922106357593,0.646840106427636,1.17346966030552,0,0,0.300920201295398,0,0,0.215647682866335,1.36495177760746,0.0218854401699449,0,0,0.756357594555943,0.0582927311668843,0.0781436432825772,0,0.0935409471736416,0.107620013338385,0,0,0.104487618535881,0.0128562606289289
"Clostridium_sp_AF34_13",0,0,0,0,0,0,0,0,0.0875659121454494,0,0,0,0,0,0,0,0.556597093222346,0,1.02460595889805,0.325398067402878,0,0,0.00108328656084787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370193660892662
"Clostridium_sp_AF36_4",0,0,0,0,0.0966666911680953,0,0,0.0352959708902521,0,0,0.322690758719559,0,0.151609872294472,0,0,0,0,0,0.040980411572197,0.244403406427817,0,0,0.0459989499403301,0,0,0,0.0117291810366047,0,0,0,0,0,0,0,0.23560783034105,0,0,0,0,0
"Clostridium_sp_AM22_11AC",0,0.297807896879958,0,0,1.78980520244821,1.48555743815767,0.342529767355491,0.0240410910721857,1.29673038046524,2.18525145908436,0.453448856479129,0.834922016389413,0.592100248978509,0,0.2100487646408,0.368182138469564,1.03913579018665,0.330495563467109,2.26890019988409,0,0,0.00320550382065021,0.0874704711105928,0.249523216752291,0,0.0102790829637204,0.0454026274539824,1.13077269465571,0.362075262206704,0,0.00589900933624514,0,0.0145163493287535,0,0.0311359409714506,0,0,0,0,0.0439056054441226
"Clostridium_sp_AM33_3",0,0,0.899424789889271,0,0.582393160309677,0,0.0890694299632719,0.0143516097351302,0,0.147978451410486,0.0431680784388037,0.0108368289486419,0.00904642656296261,0,0.0634449504559607,0.00456035369966872,0.509106978574337,0,0.0929642919111939,0,0.481708892776263,0,0.0067742099888756,0,0,0.0396623368067781,0.0769952078148105,0,0,0,0.0531286672115702,0,0.0294710557265193,0,0,0,0,0.00304779417814403,0.00571687922927243,0
"Clostridium_sp_AM42_4",0,0,0,0,0.062093402012531,0,0,0.000280936894926853,0.0596657547592849,0,0.090411164303346,0.0888014753606692,0.0378495630770349,0,0,0.00335353792193936,0,0,0.0406857059225282,0,0,0,0,0,0,0,0,0.503838367335878,0,0,0.122752532026605,0.0812533551879281,0.0122939884964523,0,0,0.000209146848332601,0,0,0,0
"Clostridium_sp_AM49_4BH",0,0,0,0,0,0,0,0.0191160306486632,0,0.262666348003032,0,0.00960035591713265,0.0216102192484641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_sp_AM58_1XD",0,0,0,0.0156093376063154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_sp_AT4",0,0,0.166714073563462,0.341959350153592,0,0.512673695813348,0,0,0.655267053051888,0.159591203267753,0,0.0203533111307263,0,1.15736604636862,0,0.164805327218524,0.178494972539997,0,0.0598826037450244,0.123920321224132,0,0.432029264676053,0.0228906946956373,0,0.179706827655796,0,0.145232248919515,0,0.23516041912601,1.71923001061995,0,0,0,0,0,0,0,0,0,0.0169163329914571
"Clostridium_sp_C5_48",0,0,0.0298032101139849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_sp_chh4_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00511390199579517,0,0,0,0,0.000166828436765501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_sp_D5",0,0,0.00947464660210564,0.0284399986243734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_sp_D53t1_180928_C8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_sp_Marseille_P3244",0.000449170447425966,0,0,0,0,0,0,0,0,0,0.00060492554872604,0,0,0,0,0,0,0,0,0,0,0,0.000422745974965024,0,0,0.00306673657292549,0,0,0,0,0,0,0,0,0.00108744470565166,0,0,0,0.000703282297249394,0
"Clostridium_sp_NSJ_42",0,0,0,0,0,0,0.035873142487956,0,0,0,0,0,0.00323617175935503,0,0.28699182041284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_sp_NSJ_6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
