,Healthy01,Healthy02,Healthy03,Healthy04,Healthy05,Healthy06,Healthy07,Healthy08,Healthy09,Healthy10,Patients01,Patients02,Patients03,Patients04,Patients05,Patients06,Patients07,Patients08,Patients09,Patients10
Brevundimonas_diminuta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brevundimonas_SGB15241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brevundimonas_terrae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brucella_intermedia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02906
Bulleidia_extructa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Butyricicoccus_porcorum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Butyricicoccus_SGB14990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Butyricicoccus_sp_AM29_23AC,0,0,1.58874,0,0.19744,0,1.69476,0,0,0,0,0,0,0,0,0,0,2.11832,0.95754,0
Butyricimonas_faecalis,0.27188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Butyricimonas_faecihominis,0,0,0,0,0,0,0,0.00844,0.03538,0,0,0,0,0,0,0,0,0,0,0
Butyricimonas_paravirosa,0,0.02276,0,0,0,0.02035,0,0,0,0.02213,0,0,0,0.0445,0,0,0,0,0,0
Butyricimonas_SGB15260,0,0,0,0,0,0,0,0.01401,0,0,0,0,0.37038,0,0,0,0.13987,0,0,0
Butyricimonas_SGB15266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Butyricimonas_sp_Marseille_P3923,0,0.1691,0,0,0,0,0.08297,0.01907,0.0454,0,0,0,0,0.02567,0.0186,0,0.09857,0,0,0
Butyricimonas_synergistica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Butyricimonas_virosa,0.24064,0.25068,0,0,0.01596,0,0,0.05801,0,0,0.02949,0.00833,0.00126,0,0.11403,0,0.07698,0,0,0
Butyrivibrio_crossotus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylobacter_coli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylobacter_concisus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylobacter_curvus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylobacter_gracilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylobacter_hominis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylobacter_jejuni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylobacter_SGB1823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylobacter_SGB19292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylobacter_SGB19337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylobacter_SGB96438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylobacter_showae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylobacter_ureolyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candida_tropicalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01058
Candidatus_Borkfalkia_ceftriaxoniphila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candidatus_Brocadia_sinica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candidatus_Catenibacterium_tridentinum,0,0,0,0,0,0,0,0.05723,0,0,0,0,0,0,0,0,0,0,0,0
Candidatus_Cibionibacter_quicibialis,0,0,0,0,0.08842,0,0.76894,0,0,0.02695,0,0.00081,0.59676,0,1.572,0.74479,0.04236,0,0,0
Candidatus_Methanomethylophilus_alvus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candidatus_Nanoperiomorbus_periodonticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00125,0.00363,0
Candidatus_Nanosynbacter_lyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candidatus_Nanosynbacter_SGB19887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00326,0
Candidatus_Nanosynbacter_SGB19893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00769,0
Candidatus_Nanosynbacter_SGB96076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candidatus_Nanosyncoccus_SGB19792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candidatus_Nanosyncoccus_SGB19793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candidatus_Nanosynsacchari_sp_TM7_ANC_38_39_G1_1,0,0,0,0,0,0,0.00209,0,0,0,0,0.0079,0.0077,0,0,0.01242,0,0.20862,0.18078,0
Cardiobacterium_hominis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cardiobacterium_SGB69135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cardiobacterium_SGB9419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carnobacterium_divergens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catenibacillus_scindens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catenibacterium_mitsuokai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catenibacterium_SGB4425,0.07053,0,0,0,0,0,2.70022,0,0,0,0,0,0.51837,0.15781,0,0.84354,0,0,0,0
Caulobacter_sp_3R27C2_B,0,0,0,0,0,0,0,0,0,0,0.00125,0,0,0,0,0,0,0,0,0.00304
Cellulomonas_flavigena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01032,0,0.00455
Cellulosilyticum_lentocellum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Centipeda_periodontii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cetobacterium_somerae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chlamydia_trachomatis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christensenella_hongkongensis,0.01049,0,0,0.00119,0,0,0.0057,0,0.02026,0,0,0,0.01469,0.00078,0,0.00014,0.00494,0,0,0
Christensenella_intestinihominis,0.0029,0,0,0,0,0,0.00565,3.00E-04,0,0,0,0,0,0,0,0.00094,0,0,0,0
Christensenella_minuta,0.00454,0,0,0,0,0,0,0,0,0,0,0,0.11573,0,0.00431,0,0.00462,0,0,0
Christensenella_sp_Marseille_P3954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00888,0,0,0,0,0
Christensenella_sp_NSJ_35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0063,0.00371,0,0,0,0
Christensenella_timonensis,0,0,0,0,0,0,0.00032,0,0,0,0,0,0.00279,0,0,0,0,0,0,0
Chryseobacterium_sp_VAUSW3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citrobacter_braakii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citrobacter_freundii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11925,0
Citrobacter_koseri,0,0,0,0,0,0,0,0,0,0,0,0.00019,0,0,0,0,0,0,0.62954,0
Citrobacter_SGB1895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citrobacter_sp_Res13_Sevr_PEB04_36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citrobacter_sp_RHBSTW_00671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0514,0,0,0,0.15213,0
Citrobacter_telavivensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00748,0
Citromicrobium_sp_JL1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clavibacter_michiganensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cloacibacillus_evryensis,0,0,0,0,0,0,0,0,0.02303,0,0,0,0,0,0,0,0.00594,0,0,0
Cloacibacillus_porcorum,0.02584,0.02793,0,0,0,0,0,0,0,0,0,0,0,0,0.01575,0,0.02331,0.00841,0,0
Cloacibacillus_SGB15503,0,0,0,0,0,0,0,0.02133,0,0,0,0,0,0,0,0,0,0,0,0
Clostridioides_difficile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_butyricum,0.01898,0.0179,0.02429,0.0933,0,0.01418,0,0,0.01129,0,0.00437,0.0282,0.03255,0,0.00711,0,0.00491,0,0,0.71198
Clostridium_celatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_culturomicium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_cuniculi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_disporicum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_fessum,0,0.12396,0.8175,1.81317,0.49639,1.16982,0.81372,0.23133,0,0.31301,0.60147,0.00217,0.08164,0,2.98093,0.21779,2.15455,3.38803,0.95361,0
Clostridium_hylemonae,0.01567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00275,0,0,0
Clostridium_jeddahense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_massiliamazoniense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_neonatale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_paraputrificum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_perfringens,0,0,0,0.0345,0,0,0.00329,0,0,0,0,0,0,0,0,0,0,0,0.06471,0
Clostridium_polynesiense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_porci,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_saccharogumia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_sartagoforme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_saudiense,0,0,0.20229,0.00032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_scindens,0.18823,0.01734,0.01858,0.20471,0,0.08182,0.02129,0,0.01899,0,0.07534,0.31267,0.01341,0.03407,0.02682,0.07454,0.00148,0,0,0
Clostridium_SGB29100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_SGB4648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_SGB47293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_SGB4750,0,0,0.22228,1.10157,0.04207,0.03529,0.11558,0.00277,0.03224,0.03336,0,0,0.00787,0,0,0.00092,0.02839,0.64708,0,0
Clostridium_SGB4751,0.00146,0,0,0,0.0703,0,0,0.00292,0,0,0,0,0,0,0.03695,0,0,0.11474,0,0
Clostridium_SGB4909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_SGB6176,0,0,0,0.07684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_SGB6177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_SGB6179,0,0,0,0.13989,0,0,0.12097,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_sp_1001270H_150608_G6,0.13515,0,0,0,0,0,0,5.90357,0,0,0,0,0.04505,0,0,0.01857,0,0,0,0
Clostridium_sp_1001270J_160509_D11,0,0,0,0,0,0,0,0,0,0.01459,0,0,0,0,0,0,0,0,0,0
Clostridium_sp_1001271B_151109_B4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_sp_1001271st1_H5,0.00494,0,0,0,0,0,0,0,0,0,0,0.00821,0,0,0.03556,0,0.03909,0,0,0
Clostridium_sp_12_A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_sp_AF12_28,0,0,0,0,0.00917,0,0,0.01791,0.02275,0,0,0,0,0,0,0.01878,0,0,0,0
Clostridium_sp_AF15_17LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_sp_AF20_17LB,0,0,0.07347,0.06448,0.06136,0,0.14582,0.03927,0,0.03677,0,0,0.00162,0,0,0.01529,0,0,0,0
Clostridium_sp_AF27_2AA,0.002,0,0,0,0.05075,0,0.24524,0,0.12236,0.04075,0,0,0,0,0,0.00593,0,0,0.0068,0
Clostridium_sp_AF32_12BH,0,0,0,0,0.18376,0,0.01555,0.00106,0,0,0,0,0,0,0,0.00151,0,0.16298,0,0
Clostridium_sp_AF34_10BH,0.40871,0.02392,0,0.7909,1.76537,0.02189,0.51789,0.29898,0.09732,1.16655,0,0,0.24491,0,0,0.26383,2.46931,0.01544,0,0
Clostridium_sp_AF34_13,0,0,0,0,0,0,0,0,0.08628,0,0,0,0.00079,0,0,0,0,0,0,0
Clostridium_sp_AF36_4,0,0,0,0,0.08125,0,0,0.12769,0,0,0,0,0.06197,0,0,0,0.01005,0,0,0
Clostridium_sp_AM22_11AC,0,0.19555,0,0,1.11006,1.07655,0.37512,0.08057,0.87194,1.27353,0,0.00551,0.06049,0.28813,0,0.01643,0.1127,1.87307,0.40082,0
Clostridium_sp_AM33_3,0,0,1.28184,0,0.6176,0,0.14541,0.06592,0,0.15094,0.42952,0,0.00594,0,0,0.03306,0.08974,0,0,0
Clostridium_sp_AM42_4,0,0,0,0,0.05852,0,0,0.00111,0.05878,0,0,0,0,0,0,0,0,0.38651,0,0
Clostridium_sp_AM49_4BH,0,0,0,0,0,0,0,0.07754,0,0.23796,0,0,0,0,0,0,0,0,0,0
Clostridium_sp_AM58_1XD,0,0,0,0.01598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_sp_AT4,0,0,0.34195,0.56253,0,1.03593,0,0,1.02777,0.23418,0,0.66072,0.02051,0,0.3359,0,0.13077,0,0.07102,1.05264
Clostridium_sp_C5_48,0,0,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_sp_chh4_2,0,0,0,0,0,0,0,0,0,0,0,0.00028,0,0,0,0,0,0,0,0
Clostridium_sp_D5,0,0,0.01206,0.02914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_sp_D53t1_180928_C8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_sp_Marseille_P3244,0.00029,0,0,0,0,0,0,0,0,0,0,0,0.00029,0,0,0.00333,0,0,0,0
Clostridium_sp_NSJ_42,0,0,0,0,0,0,0.05134,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_sp_NSJ_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_sp_OM07_10AC,0,0,0,0,0.01965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_sp_SY8519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_spiroforme,0,0,0,0.01061,0,0,0,0,0,0,0.01044,0,0.00959,0,0,0,0,0,0,0
Clostridium_symbiosum,0.03516,0.00823,0,0.07993,0,0.0919,0.10352,0,0.08113,0,0,0.27633,0,0.02457,0.25381,0,0.02488,0,0.0122,0.02927
Clostridium_tertium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_transplantifaecale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00311,0,0.00304,0,0,0
Colibacter_massiliensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella_aerofaciens,0,0,0,0,0,0,0,0.0271,0,0,0,0,0,0,0.49527,1.07749,0.17294,1.21963,0.51937,0
Collinsella_bouchesdurhonensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella_intestinalis,0,0,0.01654,0,0,0,0.00474,0,0,0,0,0,7.24638,0,0,0,0,0,0,0
Collinsella_provencensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella_SGB14351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella_SGB14861,0,0,0,0,0.05694,0,0.1625,0.04415,0,0,0,0,0,0,0,0.27179,0.00108,0,0,0
Collinsella_SGB14987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella_SGB15196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella_SGB1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella_SGB4121,0,0.02904,0.25539,0.13065,0,0,0.14411,0,0.19736,0,0.00168,0.01719,0.22513,0.01092,0,0,0,0,0,0
Collinsella_SGB47280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella_SGB47518,0,0,0.09131,0,0,0,0,0,0,0,0,0.08337,0,0,0,0,0,0,0,0
Collinsella_SGB53890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella_SGB62935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella_sp_AF08_23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella_stercoris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella_tanakaei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comamonas_aquatica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comamonas_denitrificans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comamonas_kerstersii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comamonas_thiooxydans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Companilactobacillus_farciminis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Companilactobacillus_mindensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Companilactobacillus_nuruki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coprobacillus_cateniformis,0.03999,0.00881,0.00334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coprobacillus_sp_AF33_1AC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coprobacter_fastidiosus,0,0.02759,0,0,0,0,0.01333,0,0,0.43434,0,0,0,0,0,0,0,0,0,0.02961
Coprobacter_secundus,0,0,0,0,0,0,0,0.00309,0,0,0,0,0,0,0,0,0,0,0,0
Coprococcus_catus,0,0,0,0,0.09004,0,0,0.01662,0,0.12686,0,0,0.16647,0,0,0,0,0,0,0
Coprococcus_comes,0.25761,0,0,0,0.05374,0,0,0.01135,0.44835,0.21018,0.05825,0,1.59168,0,0,0.1486,0.04739,0,0,0
Coprococcus_eutactus,0.3343,0,0,0,0.00051,0,0,0,0,0.24856,0,0,0.39999,0,0,0.0788,0,0,0,0
Coprococcus_SGB106020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coprococcus_SGB4580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coprococcus_SGB4669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coprococcus_SGB5116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coprococcus_sp_AF21_14LB,0,0,0,0,0,0,0.00266,0,0,0,0,0,0,0,0,0,0,0,0,0
Coprococcus_sp_OM04_5BH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium_accolens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium_amycolatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium_argentoratense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0057,0.02957,0
Corynebacterium_durum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00789,0
Corynebacterium_falsenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium_matruchotii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium_nuruki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium_phoceense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium_SGB6369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium_SGB6370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium_SGB6371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium_SGB6372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium_striatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium_variabile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cronobacter_sakazakii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cryobacterium_SGB4870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cryptobacterium_curtum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culturomica_massiliensis,0.00023,0,0,0,0,0,0.5671,0,0,0,0,0,0,0,0.00412,0,0.11872,0,0,0
Cuneatibacter_caecimuris,0,0,0,0,0,0.00185,0,0,0,0,0.00148,0,0,0,0,0,0,0,0,0
Cupidesulfovibrio_liaohensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cupriavidus_pauculus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031
Cytobacillus_kochii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dakarella_massiliensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dakarella_SGB14198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfovibrio_desulfuricans,0,0,0,0,0,0,0,0,0.04874,0,0,0.04086,0,0,0,0,0.85745,0,0,0
Desulfovibrio_fairfieldensis,0,0,0,0,0.00604,0,0,0,0,0,0,0,0.00777,0,0,0,0,0,0,0
Desulfovibrio_intestinalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfovibrio_legallii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfovibrio_piger,0.36818,0,0,0,0,0,0.17812,0.32752,0,0,0,0,0,0.70733,3.06763,0.26179,0,0,0,0
Desulfovibrio_porci,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfovibrio_SGB5076,0,0,0,0,0.17687,0,0,0.05873,0,0,0,0,0.01831,0,0,0,0,0,0,0
Desulfovibrio_SGB5077,0,0,8.85953,0,0,0,1.07917,0,0,2.37989,0,0,0.00645,0,0,0,0,0,0,0
Desulfovibrio_sp_86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfovibrio_sp_An276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfovibrio_sp_OH1186_COT_070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dialister_hominis,0,0,0,0,0,0,0,1.11189,0,0,0,0,0,0,0,0,0.00129,0,5.83044,0
Dialister_invisus,0,0,0,1.27426,0,0,1.79722,0,0,0,0.00386,0,0,0,0,0,0,0,0,0
Dialister_pneumosintes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dialister_succinatiphilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dielma_fastidiosa,0.01784,0,0,0,0.0121,0,0,0,0.02915,0,0,0.04068,0,0.00211,0.00095,0,0.04198,0,0,0
Dorea_formicigenerans,0,0.03216,0,0,0.07769,0.14293,0.16358,0.03532,0.08954,0.22805,0,0,0.67599,0.07462,0.11148,0,0.0182,0.42898,0,0
Dorea_longicatena,0.13782,0.18068,0,0.6576,0.27889,0,0.29867,0.04749,0.16942,1.08247,0.22,0,1.54999,0,0,0.21384,0.0601,1.34413,0.25357,0
Dorea_phocaeensis,0,0,0,0,0,0.24391,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dorea_sp_AF24_7LB,0,0,0,0,0.00239,0,0,0,0,0,0,0,0.2331,0,0,0,0,0.01422,0,0
Dorea_sp_AF36_15AT,0.00826,0,0,0,0.03499,0,0,0,0,0.10383,0,0,0.10194,0,0.29021,0.01013,0,0,0,0
Drancourtella_sp_An57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06075
Duganella_SGB14003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duodenibacillus_massiliensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dysgonomonas_capnocytophagoides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dysgonomonas_gadei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dysosmobacter_SGB15074,0,0,0,0,0,0,0,0.01431,0,0,0,0,0,0,0,0,0,0,0,0
Dysosmobacter_sp_BX15,1.10367,0.5357,0,0,0.00824,0,0,0.4626,0,0.03087,1.37586,0,0.26676,0.40189,0,0.21551,1.00215,0,0,0
Dysosmobacter_sp_Marseille_Q4140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06208,0,0,0
Dysosmobacter_sp_NSJ_60,0.02572,0.0574,0,0,0,0.01444,0,0.00517,0,0.01401,0.01471,0,0,0.02468,1.2079,0.00487,0.03101,0,0,0
Dysosmobacter_welbionis,0.48965,0.42311,0,0.01953,0.01032,0.21802,0.25546,0.07696,0.40136,0.00496,0.35067,2.44186,0.06736,0.49033,7.42965,0.09094,0.10686,0.01882,0,0
Edwardsiella_tarda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eggerthella_guodeyinii,0,0,0,0,0,0,0,0,0,0,0,0,0.00059,0,0,0,0,0,0,0
